Fundo,Notação,Documento,Abordagem,Local de produção,Data de produção,Técnica,Suporte,Formato,Cromia,Idioma,N. Itens,N. exemplares,Extensão,Responsável (1),Tipo de responsabilidade (1),Responsável (2),Tipo de responsabilidade (2),Responsáveis (3),Tipo de responsabilidade (3),Atividade/evento (1),Especificação (1),Local (1),Data ou período (1),Atividade/evento (2),Especificação (2),Local (2),Data  ou período (2),Descritores,Descritores,Descritores,Descritores,Referência,Observações
SBP,1.160.1,Apontamentos,Unitária,s.l.,1976,Manuscritura,Papel,Folha,,Português,38,1,38f,,,,,,,Pesquisa,-,s.l.,1976,,,,,,,,,,
SBP,1.161.1,Retrato,Unitária,Recife (PE),set/36,Fotografia analógica,Papel emulsionado,Folha,,,1,1,1f,,,,,,,Docência,"Curso de aperfeiçoamento em Parasitologia, ministrado na Faculdade de Medicina de Recife",Recife (PE),set/36,,,,,,,,,,
SBP,1.161.2,Coletânea de fotomicrografias,Serial,Curitiba (PR) ,22/8/1974,Fotografia analógica,Papel emulsionado,Folha,,,5,1,5f,Dalton Ramalho Weigl ,Remetente,Universidade Federal do Paraná. Centro de Microscopia Eletrônica,Remetente,,,Pesquisa,-,São Paulo (SP),1974,Relacionamento profissional,Dalton Ramalho Weigl,s.l.,s.d.,,,,,,Carta de encaminhamento: 1.1...
SBP,1.161.3,Retrato,Unitária,Aracaju (SE),2/2/1952,Fotografia analógica,Papel emulsionado,Folha,,,1,1,1f,,,,,,,Inauguração,"Posto experimental da Faculdade de Medicina da Universidade de São Paulo em Aracaju, para pesquisas sobre esquistossomose e outras parasitoses, em colaboração com o Ministério da Saúde",Aracaju (SE),2/2/1952,,,,,,,,,,
SBP,1.162.1,Reportagem fotográfica,Serial,Rio de Janeiro (RJ),6/10/1952,Fotografia analógica,Papel emulsionado,Folha,,,2,1,2f,,,,,,,Desembarque,"Retorno de Samuel Barnsley Pessoa e Jovina Álvares Pessoa ao Brasil, após viagem à Coreia e à China",Rio de Janeiro (RJ),6/10/1952,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,1.162.2,Retrato,Unitária,Goiânia (GO),abr/69,Fotografia analógica,Papel emulsionado,Folha,,,1,1,1f,,,,,,,Titulação honoris causa,"Título de professor honoris causa, outorgado pela Universidade Federal de Goiás",Goiânia (GO),abr/69,,,,,Samuel Barnsley Pessoa,,,,,
SBP,1.162.3,Retrato,Unitária,Rio de Janeiro (RJ),fev/75,Fotografia analógica,Papel emulsionado,Folha,,,1,1,1f,,,,,,,Participação em congresso,Congresso da Sociedade Brasileira de Medicina Tropical (11o.),Rio de Janeiro (RJ),23/02/1975 - 28/02/1975,,,,,Samuel Barnsley Pessoa,,,,,
SBP,1.162.4,Retrato,Unitária,Rio de Janeiro (RJ),fev/75,Fotografia analógica,Papel emulsionado,Folha,,,1,1,1f,,,,,,,Participação em congresso,Congresso da Sociedade Brasileira de Medicina Tropical (11o.),Rio de Janeiro (RJ),23/02/1975 - 28/02/1975,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,1.163.1,Currículo,Unitária,São Paulo (SP),1974,Datilografia,Papel,Folha,,Português,1,1,73f,,,,,,,,,,,,,,,,,,,,
SBP,1.164.1,Caderno de recortes,Serial,s.l.,1897 - 1922,impressão,Papel,Folha,,Português,1,20,10f,,,,,,,,,,,,,,,,,,,,
SBP,1.164.2,Carta de notícias,Unitária,São Paulo (SP),31/3/1952,Manuscritura,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Destinatário,,,,,Relacionamento familiar,,s.l,mar/52,,,,,,,,,,
SBP,1.164.3,Artigo,Unitária,Rio de Janeiro (RJ),s.d.,impressão,Papel,Folha,,Português,1,1,1f,Waldir Bernardes,Autor,,,,, -,,,,,,,,,,,,A Gazeta de Notícias (periódico),
SBP,1.164.4,Artigo,Unitária,s.l.,s.d.,impressão,Papel,Folha,,Inglês,1,1,1f,,,,,,, - ,,,,,,,,,,,,Parasitology [s.d.t.],"Manchado, com pejuízo de leitura"
SBP,1.165.1,Notícia,Unitária,São Paulo (SP),27/1/1953,Impressão,Papel,Folha,,Português,1,1,1f,Francisco Aquarone,Autor,,,,,Docência,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo,São Paulo (SP),1931 - 1956,,,,,O Tempo,,,,,"Rasgo e vinco, com prejuízo de leitura"
SBP,1.165.2,Artigo,Unitária,s.l.,s.d.,impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Docência,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo,São Paulo (SP),1931 - 1956,,,,,,,,,,
SBP,1.165.3,Entrevista,Unitária,Rio de Janeiro (RJ),1/2/1955,Impressão,Papel,Folha,,Português,1,1,1f,Mário Pinotti,Entrevistado,,,,,Direção ,Serviço Nacional de Saúde,s.d.,s.d.,,,,,O Globo,,,,,
SBP,1.165.4,Entrevista,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Jaime Cavalcanti,Entrevistado,,,,,Docência,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo,São Paulo (SP),1931 - 1956,,,,,,,,,,
SBP,1.165.5,Notícia,Unitária,São Paulo (SP),14/1/1940,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Docência,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo,São Paulo (SP),1931 - 1956,,,,,Comarca de Pompéia,,,,,
SBP,1.165.6,Artigo,Unitária,João Pessoa - PB,27/3/1956,Impressão,Papel,Folha,,Português,1,1,2f,Humberto Nobrega,Autor,,,,,Docência,Cadeira de Parasitologia - Faculdade de Medicina da Paraíba,João Pessoa - PB,s.d.,,,,,A União,,,,,
SBP,1.165.7,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,José Fernandes Pontes,Entrevistado,,,,,Aniversário,Aniversário de 20 anos de formatura da turma de 1940 da Faculdade de Medicina de São Paulo,São Paulo (SP),1960,,,,,,,,,,
SBP,1.165.8,Notícia,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Homenagem,Hoenagem da Revista Brasileira de Malariologia e Doenças Tropicais a Samuel Barnsley Pessoa,s.l.,s.d.,,,,,,,,,,
SBP,1.166.1,Ilustrações ,Serial,s.l.,s.d.,Fotografia analógica,Filme (negativo),Folha,Preto e branco,,26,1,26f,,,,,,,Pesquisa, -,,,,,,,Instituto Adolfo lutz,,,,,Isolado em caixa própria. Fungado. Rasgo e vinco com prejuízo da leitura. 
SBP,1.167.1,Ilustrações ,Unitária,s.l.,s.d.,Impressão,papel,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa, -,,,,,,,,,,,,
SBP,1.167.2,Ilustrações ,Unitária,s.l.,s.d.,Impressão,papel,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa, -,,,,,,,,,,,,
SBP,1.167.3,Ilustrações ,Unitária,s.l.,s.d.,"Impressão, Manuscritura",papel,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa, -,,,,,,,,,,,,
SBP,1.167.4,Fotomicrografia,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa,Esquistossomose,,,,,,,,,,,,
SBP,1.167.5,Macrofotografia,Unitária,s.l.,s.d.,"Fotografia analógica, Manuscritura",Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Pesquisa, -,,,,,,,,,,,,
SBP,2.1.1,Decreto,Unitária,São Paulo (SP),22/10/1976,Datilografia,Papel,Folha,,Português,2,1,2f,Olavo Egydio Setúbal,Signatário,,,,,Homenagem póstuma,-,São Paulo (SP),out/76,,,,,Prefeitura Municipal de São Paulo,,,,,Anexo: Carta de encaminhamento
SBP,2.1.2,Apólice ,Unitária,São Paulo (SP),30/8/1944,"Datilografia, Impressão ",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958 ,,,,,,,,,,
SBP,2.1.3,Apólice ,Unitária,São Paulo (SP),30/8/1944,"Datilografia, Impressão ",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958 ,,,,,,,,,,
SBP,2.1.4,Apólice ,Unitária,São Paulo (SP),30/8/1944,"Datilografia, Impressão ",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958 ,,,,,,,,,,
SBP,2.1.5,Apólice ,Unitária,São Paulo (SP),4/6/1947,"Datilografia, Impressão ",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958 ,,,,,,,,,,
SBP,2.1.6,Apólice ,Unitária,São Paulo (SP),25/2/1947,"Datilografia, Impressão ",Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958 ,,,,,,,,,,
SBP,2.1.7,Desenho,Unitária,s.l.,1/11/1910,Manuscritura,Papel,Folha,,,1,1,1f,,,,,,,Discência,Gymnasio Anglo-Brazileiro,São Paulo (SP),1910,,,,,,,,,,
SBP,2.2.1 - 2.3.1,Jornal,Unitária,São Paulo (SP),nov/75,Impressão,Papel,Folha,,Português,1,2,10f,,,,,,,Militância,-,São Paulo (SP),1975,,,,,Ex ,,,,,
SBP,2.4.1,Notícia,Unitária,São Paulo (SP),13/9/1966,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Militância,-,São Paulo (SP),1966,Prisão,Detenção de Raquel Gertel (Maria do Povo) ,São Paulo (SP),7/9/1966,Folha da Semana,,,,,
SBP,2.4.2,Notícia,Unitária,Rio de Janeiro (RJ),15/8/1947,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Militância,Questão da exploração de petróleo no Brasil ,São Paulo (SP),1947,,,,,Jornal de Debates,,,,,
SBP,2.4.3,Ata,Unitária,São Paulo (SP),26/9/1944,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Direção,Fundação José Pinto Alves,São Paulo (SP),1944 - 1958,,,,,Diário Oficial do Estado de São Paulo,,,,,Ver documento 1.34.2
SBP,2.4.4,Entrevista,Unitária,São Paulo (SP),24/12/1944,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Direção,Direção geral do Departamento de Saúde do Estado de São Paulo ,São Paulo (SP),03/12/1942 - 03/02/1944,,,,,Correio Paulistano,,,,,
SBP,2.4.5,Discurso,Unitária,s.l.,1952,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,Participação em congresso,Congresso dos Povos pela Paz,Viena (Áustria),dez/51,,,,,,
SBP,2.4.6,Necrológio,Unitária,s.l.,15/10/1976,Impressão,Papel,Folha,,Português,1,1,1f,David Capistrano da Costa Filho,Autor,,,,,Falecimento,Falecimento de Samuel Barnsley Pessoa,São Paulo (SP),3/9/1976,,,,,,,,,,
SBP,2.4.7,Artigo,Unitária,São Paulo (SP),4/3/1955,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Ameaça atômica sobre a humanidade""",São Paulo (SP),4/3/1955,,,,,Notícias de Hoje,,,,"PESSOA, S.B. Ameaça atômica sobre a humanidade. Notícias de Hoje, São Paulo, 4 mar. 1955. ","Conservação: rasgos, com prejuízo de leitura"
SBP,2.4.8,Manifesto,Unitária,Rio de Janeiro (RJ),27/6/1956,Impressão,Papel,Folha,,Português,1,1,1f,José Murilo Paraíso,Autor,,,,,Militância,Manifesto do Diretório Central dos Estudantes da Universidade do Brasil,Rio de Janeiro (RJ),27/6/1956,,,,,,,,,,
SBP,2.5.1,Notícia,Unitária,Londrina (PR),abr/74,Impressão,Papel,Folha,,Português,1,1,4f,,,,,,,Homenagem,Prêmio Científico Professor Samuel Pessoa (3º),Londrina (PR),1974,,,,,Jornal do Diretório Acadêmico Setorial do Centro de Ciências da Saúde,,,,,
SBP,2.5.2,Jornal,Unitária,Rio de Janeiro (RJ),19/2/1976,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Militância,-,s.l.,1976,,,,,Le Monde,Opinião,,,,
SBP,2.5.3,Informativo,Unitária,Rio de Janeiro (RJ),s.d.,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,-,-,-,-,,,,,Clube do Microscópio ,Universidade Gama Filho,,,,
SBP,2.5.4,Notícia,Unitária,Rio de Janeiro (RJ),29/9/1966,Impressão,Papel,Folha,,Português,1,1,1f,Horácio Viana Neto,Autor,,,,,Prisão,Detenção de Raquel Gertel (Maria do Povo) ,Rio de Janeiro (RJ),7/9/1966,Militância,-,s.l.,1966,Folha da Semana,,,,,
SBP,2.5.5,Conferência,Unitária,Rio de Janeiro (RJ),8/8/1947,Impressão,Papel,Folha,,Português,1,1,1f,Júlio Caetano Barbosa Horta,Autor,,,,,Militância,Questão da exploração de petróleo no Brasil ,s.l.,1947,,,,,Jornal de Debates,,,,,
SBP,2.5.6,Conferência,Unitária,Rio de Janeiro (RJ),23/4/1948,Impressão,Papel,Folha,,Português,1,1,1f,João Augusto Mattos Pimenta,Autor,,,,,Militância,Questão da exploração de petróleo no Brasil ,s.l.,1948,,,,,Jornal de Debates,,,,,
SBP,2.6.1,Reportagem,Unitária,Rio de Janeiro (RJ),27/10/1951,Impressão,Papel,Folha,,Português,1,1,5f,Arlindo Silva,Autor,Peter Scheier,Autor,,,Pesquisa,Esquistossomose,São Paulo (SP),s.d.,,,,,O Cruzeiro,,,,,
SBP,2.6.2,Reportagem,Unitária,Rio de Janeiro (RJ),s.d.,Impressão,Papel,Folha,,Português,1,1,2f,Paul W. Tibbets,Autor,Eduardo Francisco Alves,Tradutor,,,Militância,-,s.l.,s.d.,,,,,Manchete,,,,,
SBP,2.7.1,Catálogo,Unitária,Pequim (China),1952,Impressão,Papel,Folha,,Francês,1,1,13f,,,,,,,Exposição,Exposição dos crimes de guerra bacteriológica cometidos pelo governo dos Estados Unidos da América,Pequim (China),set/52,,,,,Comitê do Povo Chinês pela Defesa da Paz Mundial,,,,,
SBP,2.8.1,Catálogo,Unitária,Pequim (China),1952,Impressão,Papel,Folha,,Espanhol,1,1,13f,,,,,,,Exposição,Exposição dos crimes de guerra bacteriológica cometidos pelo governo dos Estados Unidos da América,Pequim (China),set/52,,,,,Comitê do Povo Chinês pela Defesa da Paz Mundial,,,,,
SBP,2.9.1,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,4,4f,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,
SBP,2.9.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Discência,Faculdade de Medicina e Cirurgia de São Paulo ,São Paulo (SP),1916 - 1922 ,,,,,Samuel Barnsley Pessoa,Waldemar Barnsley Pessoa,,,,"3ª fila, quarta pessoa (da esq. p/ a dir.): Samuel B. Pessoa. 2ª fila, segunda pessoa (da dir. p/ a esquerda: Waldemar B. Pessoa "
SBP,2.9.3,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,4,4f,,,,,,,s.c.,,,,,,,,,,,,,
SBP,1.74.2,Artigo,Unitária,s.l.,s.d.,Mimeografia,Papel,Folha,,Português,1,1,9f,Samuel Barnsley Pessoa,Autor,,,,,Publicação,"""Consequências médicas das explosões atômicas""",s.l.,s.d.,,,,,,,,,,
SBP,3.1.1,Mapa,Unitária,Wu Xi (China),s.d.,Impressão,Papel,Folha,,Chinês ,1,1,1f,,,,,,,Viagem ,Viagem à China,China ,1958,,,,,,,,,,
SBP,3.1.2,Artigo,Unitária,Rio de Janeiro (RJ),16/9/1952,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,1952,,,,,Imprensa Popular,,,,,
SBP,3.1.3,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Palestra,"""Atrocidades ianques na Coréia"", proferida na reunião do Conselho Nacional do Movimento Brasileiro dos Partidários da Paz",s.l.,s.d.,Publicação,"""Atrocidades ianques na Coréia: perduram por longos anos a queimadura pelo Napalm""",s.l.,s.d.,,,,,"PESSOA, S.B. Atrocidades ianques na Coréia: perduram por longos anos a queimadura pelo Napalm. s.l., s.d. ",
SBP,3.1.4,Artigo,Unitária,s.l.,s.d.,Impressão,Papel,Folha,,Português,1,1,1f,Samuel Barnsley Pessoa,Autor,,,,,Palestra,"""Atrocidades ianques na Coréia"", proferida na reunião do Conselho Nacional do Movimento Brasileiro dos Partidários da Paz",s.l.,s.d.,Publicação,"""Atrocidades ianques na Coréia: não há nada tão monstruoso como a guerra microbiana"".",s.l.,s.d.,,,,,"PESSOA, S.B. Atrocidades ianques na Coréia: não há nada tão monstruoso como a guerra microbiana. s.l., s.d. ",
SBP,3.1.5,Notícia,Unitária,Rio de Janeiro (RJ),11/2/1973,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de Noel Nutels,Rio de Janeiro (RJ),10/2/1973,,,,,Jornal do Brasil,,,,,
SBP,3.1.6,Discurso,Unitária,São Paulo (SP),ago/44,Impressão,Papel,Folha,,Português,1,1,1f,João Belline Burza,Autor,,,,,Inauguração,Departamento de Medicina Social do Centro Acadêmico Oswaldo Cruz,São Paulo (SP),13/6/1944,,,,,O Bisturi,,,,,
SBP,3.1.7,Notícia,Unitária,Fortaleza (CE),8/2/1973,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em congresso,Congresso Brasileiro de Medicina Tropical (9º) ,Fortaleza (CE),fev/73,,,,,Tribuna do Ceará,,,,,
SBP,3.1.8,Notícia,Unitária,Rio de Janeiro (RJ),16/3/1952,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Participação em comissão,Comissão de personalidades científicas encarregada de examinar os fatos concernentes à guerra bacteriológica na Coreia e na China ,China e Coreia,23/06/1952 - 06/08/1952,,,,,Imprensa Popular,,,,,
SBP,3.2.1,Jornal,Unitária,Rio de Janeiro (RJ),17/10/1967,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Militância,-,-,1967,,,,,Última Hora,,,,,
SBP,3.2.2,Jornal,Unitária,São Paulo (SP),24/4/1955,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Militância,-,-,1955,,,,,O Estado de São Paulo,,,,,
SBP,3.3.1,Artigo,Unitária,Rio de Janeiro (RJ),4/3/1945,Impressão,Papel,Folha,,Português,1,1,2f,Plínio Salgado,Autor,,,,,Militância,-,-,1945,,,,,Correio da Manhã,Ação Integralista Brasileira,,,,
SBP,3.3.2,Carta aberta,Unitária,Rio de Janeiro (RJ),5/5/1945,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Militância,-,-,1945,,,,,O Estado de São Paulo,Ação Integralista Brasileira,,,,
SBP,3.3.3,Notícia,Unitária,São Paulo (SP),30/7/1973,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Militância,-,-,1973,,,,,Folha da Tarde,,,,,
SBP,3.3.4,Notícia,Unitária,Rio de Janeiro (RJ),19/7/1967,Impressão,Papel,Folha,,Português,1,1,1f,,,,,,,Falecimento,Falecimento de Humberto de Alencar Castello Branco,Fortaleza (CE),18/7/1967,,,,,,,,,,
SBP,3.3.5,Artigo,Unitária,Rio de Janeiro (RJ),16/2/1969,Impressão,Papel,Folha,,Português,1,1,1f,Licinio Germini,Autor,,,,,Militância,-,-,1969,,,,,,,,,,
SBP,3.3.6,Jornal,Unitária,São Paulo (SP),7/9/1972,Impressão,Papel,Folha,,Português,1,1,3f,,,,,,,Aniversário,Comemoração do 150º aniversário da independência do Brasil ,s.l.,1972,,,,,O Estado de São Paulo,,,,,
SBP,3.4.1,Conferência,Unitária,Londrina (PR),18/06/1972 - 25/06/1972,Impressão,Papel,Folha,,Português,1,3,2f,Samuel Barnsley Pessoa,Autor,,,,,Palestra,"""A verdadeira universidade"", proferida na 1ª Jornada Londrinense de Debates Científicos e Estudos da Saúde",Londrina (PR),1972,,,,,Novo Jornal ,,,,"PESSOA, S.B. A verdadeira universidade. Novo Jornal, Londrina, ano 1, n. 39, 18 jun. - 25 jun. 1972. ",
SBP,3.4.2,Entrevista,Unitária,São Paulo (SP),set/55,Impressão,Papel,Folha,,Português,1,1,2f,,,,,,,Aposentadoria,Cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1956,,,,,O Bisturi,,,,,
SBP,3.5.1 - 3.7.6,Jornal,Unitária,São Paulo (SP),08/02/1975 - 03/04/1976,Impressão,Papel,Folha,,Português,11,1,32f,,,,,,,Aniversário,Comemoração do 100º aniversário do jornal O Estado de S. Paulo ,São Paulo (SP),1975,,,,,O Estado de São Paulo,,,,,
SBP,4.1.1,Retrato,Unitária,Aracaju (SE),1952,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,2,1f,,,,,,,Organização de serviços de saúde,"Posto experimental da Faculdade de Medicina da Universidade de São Paulo em Aracaju, para pesquisas sobre esquistossomose e outras parasitoses, em colaboração com o Ministério da Saúde",Aracaju (SE),1952,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.1.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Concurso,Concurso para provimento da cadeira de Parasitologia - Faculdade de Medicina da Universidade de São Paulo ,São Paulo (SP),1931,,,,,Samuel Barnsley Pessoa,,,,,Ver 5.1.5. Conservação: ruim. 
SBP,4.1.3,Retrato,Unitária,Rio de Janeiro (RJ),fev/75,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Participação em congresso,Congresso da Sociedade Brasileira de Medicina Tropical (11o.),São Paulo (SP),23/02/1975 - 28/02/1975,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.1.4,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,2,1f,,,,,,,Formatura,Formatura de Samuel Barnsley Pessoa na Faculdade de Medicina e Cirurgia de São Paulo ,São Paulo (SP),1922,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.2.1,Reportagem fotográfica,Serial,Goiânia (GO),abr/69,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,14,1,14f,,,,,,,Titulação honoris causa,"Título de professor honoris causa, outorgado pela Universidade Federal de Goiás",Goiânia (GO),abr/69,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.3.1,Retrato,Unitária,Salvador (BA),21/7/1968,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,Português,1,1,1f,Zilton de Araújo Andrade,Remetente,,,,,Relacionamento social,-,-,21/7/1968,,,,,,,,,,
SBP,4.4.1,Retrato,Unitária,s.l.,19/8/1927,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Viagem de estudos,Viagem de estudos à Europa,s.l.,1927,,,,,,,,,,
SBP,4.4.2,Retrato,Unitária,Hamburgo (Alemanha),1927,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Discência,"Curso sobre patologia exótica e parasitologia médica, no Institut für Schiffs und Tropenkrankheiten",Hamburgo (Alemanha),06/10/1927 - 17/12/1927,,,,,,,,,,
SBP,4.4.3,Retrato,Unitária,s.l.,1927,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Viagem de estudos,Viagem de estudos à Europa,s.l.,1927 - 1928 ,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.4.4,Retrato,Unitária,Veneza (Itália),17/12/1927,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Viagem de estudos,Viagem de estudos à Europa,s.l.,1927 - 1928 ,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.4.5,Retrato,Unitária,s.l.,1927,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Viagem de estudos,Viagem de estudos à Europa,s.l.,1927 - 1928 ,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.4.6,Retrato,Unitária,Versalhes (França),jan/28,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Viagem de estudos,Viagem de estudos à Europa,s.l.,1927 - 1928 ,,,,,Samuel Barnsley Pessoa,Jovina Álvares Pessoa,,,,
SBP,4.4.7,Retrato,Unitária,s.l.,1927,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Viagem de estudos,Viagem de estudos à Europa,s.l.,1927 - 1928 ,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.4.8,Retrato,Unitária,São Paulo (SP),1/1/1948,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Prisão,Detenção de Jovina Álvares Pessoa,São Paulo (SP),1/1/1948,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.4.9,Retrato,Unitária,São Paulo (SP),1/1/1948,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Prisão,Detenção de Jovina Álvares Pessoa,São Paulo (SP),1/1/1948,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.5.1,Retrato,Unitária,São Paulo (SP),s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,3,1f,,,,,,,Formatura,"Formatura de seu filho, Cyro Ruben Álvares Pessoa, aluno da turma de 1954 da Escola Politécnica da Universidade de São Paulo",São Paulo (SP),s.d.,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.5.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,?,,,,,,,,,,,,,
SBP,4.6.1,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,5,1f,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,Ver 5.1.6
SBP,4.6.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,2,1f,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,
SBP,4.6.3,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,3,1f,,,,,,,-,-,-,-,,,,,Samuel Barnsley Pessoa,,,,,Acompanha negativo. Ver: 4.52.2
SBP,4.7.1,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,-,-,-,-,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.7.2,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,-,-,-,-,,,,,Jovina Álvares Pessoa,,,,,
SBP,4.7.3,Retrato,Unitária,s.l.,s.d.,Fotografia analógica,Papel emulsionado,Folha,Preto e branco,,1,1,1f,,,,,,,Relacionamento familiar,-,s.l.,s.d.,,,,,Jovina Álvares Pessoa,Samuel Barnsley Pessoa,,,,
