"nid","title","field_tipo","field_p_gina_inicial","field_dg","field_disciplina_de_p_s_gradua_o","field_professor_a_texto","field_data_expira_home","field_corpo|value","field_corpo|format"
"1348","Aviso sobre aula","graduacao/quadro",NA,"FLF0449 Filosofia e História da Ciência Moderna","","Prof. Dr. Maurício de Carvalho Ramos","2018-05-04","<p><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">Prezados alunos,</span></p>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">O professor Maurício de Carvalho Ramos não ministrará a disciplina <span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">FLF0449 Filosofia e História da Ciência Moderna</span> nos dias 02/05/2018 (quarta-feira)<strong> Noturno </strong>e 04/05/2018 (sexta-feira) <strong>Diurno</strong>.</div>","full_html"
"1341","Aviso de aula","graduacao/quadro",NA,"FLF0469 Teoria do Conhecimento e Filosofia da Ciência IV","","Prof. Dr. Valter Alnis Bezerra","2018-04-25","<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">Prezados alunos,</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;"">a aula desta quarta-feira (25/04) para o noturno irá começar às 20h30, para possibilitar a presença no XXI Encontro de Pesquisa na Graduação.</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px;""> </div>","full_html"
"1337","Aviso de aula","graduacao/quadro",NA,"FLF0248 História da Filosofia Contemporânea I","","Prof. Dr. Alex de Campos Moura","2018-04-23","<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: small;"">Caras e caros,</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: small;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: small;"">Por conta das atividades que serão realizadas no XXI Encontro de Pesquisa em Graduação, iniciaremos a aula do dia 23/04 às 20h30. Desse forma, vocês poderão assistir às mesas e à conferência que ocorrerá às 18h30.</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: small;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: small;"">Obs.: aula normal no período vespertino.</div>","full_html"
"1324","IMPORTANTE: mudança de data da entrevista do PROCAD","graduacao/quadro, ic/quadro",NA,"","","","2018-04-12","<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px; font-variant-numeric: normal; font-variant-east-asian: normal; background-color: transparent; margin: 0px; padding-bottom: 0px; direction: ltr;"">Prezados alunos:</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px; font-variant-numeric: normal; font-variant-east-asian: normal; background-color: transparent; margin: 0px; padding-bottom: 0px; direction: ltr;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px; font-variant-numeric: normal; font-variant-east-asian: normal; background-color: transparent; margin: 0px; padding-bottom: 0px; direction: ltr;"">Informamos que a entrevista dos candidatos à bolsa de iniciação científica do PROCAD foi adiada para quarta-feira, às 14 horas, na sala 1031.</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px; font-variant-numeric: normal; font-variant-east-asian: normal; background-color: transparent; margin: 0px; padding-bottom: 0px; direction: ltr;""> </div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px; font-variant-numeric: normal; font-variant-east-asian: normal; background-color: transparent; margin: 0px; padding-bottom: 0px; direction: ltr;"">Atenciosamente,</div>

<div style=""color: rgb(34, 34, 34); font-family: arial, sans-serif; font-size: 12.8px; font-variant-numeric: normal; font-variant-east-asian: normal; background-color: transparent; margin: 0px; padding-bottom: 0px; direction: ltr;"">Prof. Oliver Tolle</div>","full_html"
"1315","Seleção conjunta PIC/PET e Renovação PIC 2018/2019","graduacao/quadro, ic/quadro",NA,"","","","2018-05-19","<p>Estarão abertas de 09 de abril a 04 de maio de 2018, inscrições para a Seleção Conjunta PIC/PET e Renovação PIC 2018/2019 pelo site do Departamento de Filosofia</p>

<p>Saiba mais: <a href=""http://filosofia.fflch.usp.br/ic/selecaoconjunta"">http://filosofia.fflch.usp.br/ic/selecaoconjunta</a></p>

<p>Obs.: PARA  OS ALUNOS DO PUB VERIFICAR COM O PROFESSOR MAURÍCIO KEINERT A DATA DA RENOVAÇÃO</p>","full_html"
"1300","Inscrição para 02 Bolsas de Iniciação Científica, Área de estética e filosofia da arte/PROCAD","ic/quadro",NA,"","","","2018-04-10","<p><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">Estão abertas as inscrições para duas bolsas de iniciação científica na área de Estética e Filosofia da Arte pelo projeto </span><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">PROCAD</span><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">-CAPES. Interessados devem se inscrever na secretaria do Departamento de Filosofia até o dia 06/04/2018, entregando currículo impresso. Não é necessário apresentar projeto. A entrevista de </span><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">seleção</span><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px""> ocorrerá no dia 09/04/2018, às 14h, na sala 1031.</span></p>","full_html"
"1295","Aviso de aula","graduacao/quadro",NA,"FLF0449 Filosofia e História da Ciência Moderna","","Prof. Dr. Maurício de Carvalho Ramos","2018-03-30","<p>Não haverá atividades da disciplina na semana santa.</p>","full_html"
"1294","Aviso de aula","posgraduacao/quadro",NA,"","FLF5228 - Estética (Cézanne e Puvis de Chavannes)","Prof. Dr. Léon Kossovitch",NA,"<p>Por motivos de saúde, nesta sexta (23/03/2018) o Prof. Leon Kossovitch não ministrará aula da disciplina.</p>","full_html"
"1293","Aviso de aula","graduacao/quadro",NA,"FLF0113 Introdução à Filosofia","","","2018-03-31","<p>Os professores Moacyr Ayres, Silvana Ramos e Roberto Bolzani ministrarão normalmente aula da disciplina durante a semana santa. O prof. João Vergílio, não dará aula.</p>","full_html"
"1285","Inscrições para os Seminários de Iniciação Científica do 1º Semestre de 2018","ic/quadro",NA,"","","",NA,"<p>As inscrições para os Seminários de Iniciação Científica serão de 20 a 29 de março de 2018 para todos alunos do programa de Iniciação Científica do Departamento de Filosofia.<br />
Favor, dirijam-se a secretaria para efetuar a inscrição, os <u>seminários são obrigatórios</u>.<br />
 </p>

<p><u><strong>Seminários:</strong></u></p>

<p><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/ic/seminarios/1-2018/Ementa%20IC%20Daniel%20Wolt.pdf""><strong><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; width:16px"" /> Filosofia como modo de vida na Grécia antiga </strong></a><br />
Professor: Daniel Wolt (Pós-doutorando) <br />
Horário: Terça-feira, das 18h00 às 19h30 (a começar na primeira semana de abril) <br />
Local: A determinar </p>

<p><strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/ic/seminarios/1-2018/Ementa%20IC%20Daniel%20Wolt.pdf""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; opacity:0.9; width:16px"" /></a> </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/ic/seminarios/1-2018/Ementa%20IC%20Jaime.pdf""><strong>Séminário de Iniciação Científica</strong></a><br />
Professor: Jaime Alfaro Iglesias (Pós-doutorando)<br />
Horário: Quintas-feiras das 10:00h às 12:00h. Doze sessões a partir do 5 de abril.<br />
Local: sala 10</p>

<p><strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/ic/seminarios/1-2018/Ementa%20IC%20Daniel%20Wolt.pdf""><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/icones/pdf_icon.gif"" style=""height:16px; opacity:0.9; width:16px"" /></a> </strong><a href=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/ic/seminarios/1-2018/Ementa%20IC%20Eduardo.pdf""><strong>O externalismo semântico de Hilary Putnam </strong></a><br />
Prof. Eduardo C. Marchesan (Pós-doutorando)<br />
Horário: Terças-feiras, das 10h00 às 11h30<br />
Local: sala 106 A</p>","full_html"
"1284","Aviso de aula","graduacao/quadro",NA,"FLF0503 Estética IV","","Prof. Dr. Marco Aurélio Werle","2018-03-31","<p>Nos próximos dias 21 e 28 de março de 2018, não haverá aula da disciplina. </p>","full_html"
"1282","Limites de créditos","graduacao/quadro",NA,"","","",NA,"<p><img alt="""" src=""http://filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/graduacao/arquivos/limites-de-cr%C3%A9ditos-na-matr%C3%ADcula.jpg"" style=""width:100%"" /></p>","full_html"
"1265","Leitura de Texto para aula","graduacao/quadro","1","FLF0115 Introdução à Filosofia I","","Prof. Dr. Maurício Cardoso Keinert",NA,"<p><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">O professor solicita que leiam </span><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px""> </span><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:small"">o Primeiro Prefácio da </span><em>Crítica da razão pura</em><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:small""> para a primeira aula dia 06/03/2018.</span></p>","full_html"
"1264","Lista de atribuição de Bolsas CAPES/CNPq - 1/2018","posgraduacao/quadro","1","","","",NA,"<p>A lista de atribuição do Edital de seleção de bolsas 1/2018 poderá ser conferida no endereço eletrônico: <a href=""http://filosofia.fflch.usp.br/posgraduacao/bolsasatribuidas"">http://filosofia.fflch.usp.br/posgraduacao/bolsasatribuidas</a></p>","full_html"
"1255","Quadro de horário com as disciplinas do 1ª ANO (ingressantes)","graduacao/quadro","1","","","",NA,"<p>Acesse: <a href=""http://filosofia.fflch.usp.br/node/1254"">http://filosofia.fflch.usp.br/node/1254</a></p>","full_html"
"1241","INÍCIO DAS DISCIPLINAS DA GRADUAÇÃO DO 1º SEMESTRE /2018","graduacao/quadro","1","","","",NA,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:100%"">
	<tbody>
		<tr>
			<td colspan=""4"" style=""height:42px; width:1216px"">INÍCIO DAS DISCIPLINAS DA GRADUAÇÃO DO 1º SEM./2018</td>
		</tr>
		<tr>
			<td style=""height:42px"">DISCIPLINA</td>
			<td>PROFESSORES</td>
			<td>DIAS</td>
			<td>INÍCIO</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0113 INTRODUÇÃO À FILOSOFIA</td>
			<td style=""width:431px"">Prof. João Vergílio Gallerani Cuter Prof. Moacyr Novaes Prof. Roberto Bolzani Filho Profa. Silvana Ramos</td>
			<td style=""width:265px"">2ª FEIRA - das 14h às 18h e das 19h30 às 23h                                      <br />
			4ª FEIRA - das 14h às 18h e das 19h30 às 23h</td>
			<td style=""width:192px"">05/03 e 07/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0115 INTRODUÇÃO À FILOSOFIA I</td>
			<td style=""width:431px"">Prof. Maurício Keinert</td>
			<td style=""width:265px"">3ª FEIRA - das 14h às 18h                                                       <br />
			5ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">06/03 e 08/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0464 FILOSOFIA DA ARTE</td>
			<td style=""width:431px"">Prof. Oliver Tolle</td>
			<td style=""width:265px"">6ª FEIRA - das 14h às 18h e das 19h30 às 23h</td>
			<td style=""width:192px"">06/abr</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0218 ESTÉTICA I</td>
			<td style=""width:431px"">Prof. Ricardo Fabbrini</td>
			<td style=""width:265px"">3ª FEIRA - das 14h às 18h                                                     <br />
			4ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">06/03 e 07/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0449 FILOSOFIA E HISTÓRIA DA CIÊNCIA MODERNA</td>
			<td style=""width:431px"">Prof. Maurício Ramos</td>
			<td style=""width:265px"">4ª FEIRA – das 19h30 às 23h                                              <br />
			6ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">07/03 e 09/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0228 HISTÓRIA DA FILOSOFIA ANTIGA I</td>
			<td style=""width:431px"">Prof. Evan Keeling</td>
			<td style=""width:265px"">5ª FEIRA - das 14h às 18h e das 19h30 às 23h</td>
			<td style=""width:192px"">08/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0415 HISTÓRIA DA FILOSOFIA ANTIGA III</td>
			<td style=""width:431px"">Prof. Marco Zingano</td>
			<td style=""width:265px"">3ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">06/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0238 HISTÓRIA DA FILOSOFIA MODERNA I</td>
			<td>Profa. Tessa Lacerda</td>
			<td style=""width:265px"">5ª FEIRA - das 14h às 18h e das 19h30 às 23h</td>
			<td style=""width:192px"">15/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0481 HISTÓRIA DA FILOSOFIA MODERNA IV</td>
			<td>Prof. Pedro Paulo Pimenta</td>
			<td style=""width:265px"">3ª FEIRA - das 14h às 18h e das 19h30 às 23h</td>
			<td style=""width:192px"">06/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0248 HISTÓRIA DA FILOSOFIA CONTEMP. I</td>
			<td style=""width:431px"">Prof. Alex Moura</td>
			<td style=""width:265px"">2ª FEIRA – das 19h30 às 23h                                              <br />
			4ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">05/03 e 07/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0504 LÓGICA IV</td>
			<td style=""width:431px"">Prof. Rodrigo Bacellar</td>
			<td style=""width:265px"">3ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">06/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0258 LÓGICA I</td>
			<td style=""width:431px"">Prof. Edélcio Gonçalves de Souza</td>
			<td style=""width:265px"">2ª FEIRA - das 14h às 18h                                                    <br />
			3ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">26 e 27 de Fev</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0278 TEORIA DAS CIÊNCIAS HUMANAS I</td>
			<td style=""width:431px"">Prof. Eduardo Brandão</td>
			<td style=""width:265px"">6ª FEIRA - das 14h às 18h e das 19h30 às 23h</td>
			<td style=""width:192px"">09/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0441 FILOSOFIA GERAL III</td>
			<td style=""width:431px"">Prof. Maurício Ramos</td>
			<td style=""width:265px"">2ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">05/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0505 ÉTICA E FILOSOFIA POLÍTICA IV</td>
			<td style=""width:431px"">Prof. Alberto Ribeiro G. De Barros</td>
			<td style=""width:265px"">3ª FEIRA – das 19h30 às 23h                                             <br />
			5ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">06/03 e 08/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0503 ESTÉTICA IV</td>
			<td style=""width:431px"">Prof. Marco Aurélio Werle</td>
			<td style=""width:265px"">4ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">07/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0511 HISTÓRIA DA FILOSOFIA MEDIEVAL IV</td>
			<td style=""width:431px"">Prof. Carlos Eduardo de Oliveira</td>
			<td style=""width:265px"">4ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">07/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0468 HISTÓRIA DA FILOSOFIA MEDIEVAL III</td>
			<td style=""width:431px"">Prof. Lorenzo Mammi</td>
			<td style=""width:265px"">2ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">05/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0455 TEORIA DO CONHEC. E FIL. DA CIÊNCIA III</td>
			<td style=""width:431px"">Prof. Osvaldo Pessoa Jr.</td>
			<td style=""width:265px"">5ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">08/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0469 TEORIA DO CONHEC. E FIL. DA CIÊNCIA IV</td>
			<td style=""width:431px"">Prof. Valter Alnis Bezerra</td>
			<td style=""width:265px"">4ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">07/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0508 HISTÓRIA DA FILOSOFIA MODERNA VI</td>
			<td style=""width:431px"">Prof. Homero Santiago</td>
			<td style=""width:265px"">2ª FEIRA - das 14h às 18h</td>
			<td style=""width:192px"">12/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0501 FILOSOFIA GERAL IV</td>
			<td style=""width:431px"">Prof. Mário Miranda Filho</td>
			<td style=""width:265px"">3ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">06/mar</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0506 PRÁTICAS DE LEITURA E ESC. ACADÊMICA</td>
			<td style=""width:431px"">Vários Docentes</td>
			<td style=""width:265px"">4ª FEIRA - das 14h às 18h                                                  <br />
			5ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">07/03  08/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0442 HISTÓRIA DA FILOSOFIA MODERNA III</td>
			<td style=""width:431px"">Prof. Márcio Suzuki</td>
			<td style=""width:265px"">2ª FEIRA - das 14h às 18h                                                  <br />
			5ª FEIRA – das 19h30 às 23h</td>
			<td style=""width:192px"">05/03 e 08/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">FLF0477 EPISTEMOLOGIA DAS CIÊNCIAS HUMANAS</td>
			<td style=""width:431px"">Prof. Eduardo Brandão</td>
			<td style=""width:265px"">5ª FEIRA – das 14h às 16h</td>
			<td style=""width:192px"">08/03</td>
		</tr>
		<tr>
			<td style=""height:42px; width:328px"">EDM0423 METODOLOGIA DO ENSINO DE FILOSOFIA </td>
			<td style=""width:431px""><span style=""color:rgb(34, 34, 34); font-family:arial,sans-serif; font-size:12.8px"">Prof. Paulo Henrique Fernandes Silveira</span></td>
			<td style=""width:265px"">3ª FEIRA – das 14h às 18h<br />
			4ª FEIRA  – das 19h30 às 23h</td>
			<td style=""width:192px"">06/03 e 07/03</td>
		</tr>
	</tbody>
</table>","full_html"
