id_material,IdUsuario,IdSugestao,IdTipodeMaterial,tbTipodeMaterialSubcategoria,numero_capes,idTipodeVerba,Tombo,Tombo Antigo,código de impressão,ordem_relatorio,Processo,Fornecedor,Nota Fiscal,Pasta,tipo de aquisição,Data,DataAqExport,Moeda,Preço,Importado,origem_da_importacao,patrimonio_ativo
35731,27,41282,2,,,12,413916,,FPSP3010,,2017/02659-0,GILBERT JOSEPH,60390006961,,Doação,11/1/2018,,R$,39.25,Não,AQUISIÇÃO,Sim
35732,27,41283,2,,,12,413917,,FPSP3010,,2017/02659-0,GILBERT JOSEPH,60390006957,,Doação,11/1/2018,,R$,72.96,Não,AQUISIÇÃO,Sim
35733,27,41284,2,,,12,413918,,FPSP3010,,2017/02659-0,LIBRAIRE PHILO J. VRIN,07164,,Doação,11/1/2018,,R$,89.18,Não,AQUISIÇÃO,Sim
35734,27,41285,2,,,12,413919,,FPSP3010,,2017/02659-0,LIBRAIRE PHILOS J. VRIN,07351,,Doação,11/1/2018,,R$,43.07,Não,AQUISIÇÃO,Sim
35735,27,41286,2,,,12,413920,,FPSP3010,,2017/02659-0,GILBERT JOSEPH,60360016125,,Doação,11/1/2018,,R$,80.96,Não,AQUISIÇÃO,Sim
35736,27,41287,2,,,12,413921,,FPSP3010,,2017/02659-0,GILBERT JOSEPH,60360016125,,Doação,11/1/2018,,R$,30.51,Não,AQUISIÇÃO,Sim
35737,27,41288,2,,,12,413922,,FPSP3010,,2017/02659-0,CLASSIQUES GARNIER,1359,,Doação,11/1/2018,,R$,170.65,Não,AQUISIÇÃO,Sim
35738,27,41289,2,,,12,413923,,FPSP3010,,2017/02659-0,LIBRAIRE PHILOS J. VRIN,07993,,Doação,11/1/2018,,R$,124.84,Não,AQUISIÇÃO,Sim
35739,27,41290,2,,,,413924,,1NOV18,,,SANDRA VASCONCELLOS,,,Doação,11/1/2018,,R$,40,Não,AQUISIÇÃO,Sim
35740,27,41291,2,,,,413925,,1NOV18,,,ELIANE PEREIRA,,,Multa,11/1/2018,,R$,40,Não,AQUISIÇÃO,Sim
35741,27,41292,2,,,,413926,,1NOV18,,,CAROLINA SOUZA DE ANDRADE,,,Multa,11/1/2018,,R$,40,Não,AQUISIÇÃO,Sim
35742,27,41293,2,,,,413927,,1NOV18,,,LICOLN SECCO,,,Doação,11/1/2018,,R$,40,Não,AQUISIÇÃO,Sim
35743,26,41294,2,,,,413963,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,83.8,Não,AQUISIÇÃO,Sim
35744,26,41295,2,,,,413964,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,60,Não,AQUISIÇÃO,Sim
35745,26,41296,2,,,,413965,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,95,Não,AQUISIÇÃO,Sim
35746,26,41297,2,,,,413966,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,65,Não,AQUISIÇÃO,Sim
35747,26,41298,2,,,,413967,,BRASILIE,,,BRASILIENSE EIRELI,,,Doação,11/1/2018,,R$,68.5,Não,AQUISIÇÃO,Sim
35748,26,41299,2,,,,413968,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,96.3,Não,AQUISIÇÃO,Sim
35749,26,41300,2,,,,413969,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,65,Não,AQUISIÇÃO,Sim
35750,26,41301,2,,,,413971,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,40.8,Não,AQUISIÇÃO,Sim
35751,26,41302,2,,,,413970,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,67.5,Não,AQUISIÇÃO,Sim
35752,26,41303,2,,,,413972,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,77.4,Não,AQUISIÇÃO,Sim
35753,26,41305,2,,,,413973,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,37,Não,AQUISIÇÃO,Sim
35754,26,41306,2,,,,413974,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,37,Não,AQUISIÇÃO,Sim
35755,27,41304,2,,,,413929,,1NOV18,,,LUCIA WATAGHIN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35756,26,41307,2,,,,413975,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,37,Não,AQUISIÇÃO,Sim
35757,26,41308,2,,,,413976,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,37,Não,AQUISIÇÃO,Sim
35758,26,41309,2,,,,413977,,BRASILIE,,,BRASILIENSE EIRELI,000.019.148,,Doação,11/1/2018,,R$,104.9,Não,AQUISIÇÃO,Sim
35759,27,41310,2,,,,414020,,1NOV18,,,CAIO SOUTO GUIMARAES,,,Multa,11/1/2018,,R$,40,Não,AQUISIÇÃO,Sim
35760,27,41311,2,,,,414021,,1NOV18,,,CAIO SOUTO GUIMARAES,,,Multa,11/1/2018,,R$,40,Não,AQUISIÇÃO,Sim
35761,27,41312,2,,,,413928,,1NOV18,,,CAIO SOUTO GUIMARAES,,,Multa,11/1/2018,,R$,40,Não,AQUISIÇÃO,Sim
35762,27,41313,2,,,,414022,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35763,27,41314,2,,,,414023,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35764,27,41315,2,,,,414024,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35765,27,41316,2,,,,414025,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35766,27,41317,2,,,,414026,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35767,27,41318,2,,,,414027,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35768,27,41319,2,,,,414028,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35769,27,41320,2,,,,414029,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35770,27,41321,2,,,,414030,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35771,27,41322,2,,,,414031,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35772,27,41323,2,,,,414032,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/1/2018,,R$,130,Não,AQUISIÇÃO,Sim
35773,27,41324,2,,,,414033,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,40,Não,AQUISIÇÃO,Sim
35774,27,41325,2,,,,414034,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35775,27,41326,2,,,,414035,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35776,27,41327,2,,,,414036,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,40,Não,AQUISIÇÃO,Sim
35777,27,41328,2,,,,414037,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35778,27,41329,2,,,,414038,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35779,27,41330,2,,,,414039,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35780,27,41331,2,,,,414040,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35781,27,41332,2,,,,414041,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35782,27,41333,2,,,,414042,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35783,27,41334,2,,,,414043,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35784,27,41335,2,,,,414044,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35785,27,41336,2,,,,414045,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35786,27,41337,2,,,,414046,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35787,27,41338,2,,,,414047,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35788,27,41339,2,,,,414048,,05NOV18,,"_x000d_
ROBERTA A. N. VICENZI",ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35789,27,41340,2,,,,414049,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35790,27,41341,2,,,,413990,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35791,27,41342,2,,,,413991,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35792,27,41343,2,,,,413992,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,40,Não,AQUISIÇÃO,Sim
35793,27,41344,2,,,,413993,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35794,27,41345,2,,,,413994,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35795,27,41346,2,,,,413995,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35796,26,41348,2,,,,413978,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35797,27,41347,2,,,,413996,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35798,26,41350,2,,,,413979,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35799,27,41349,2,,,,413997,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,130,Não,AQUISIÇÃO,Sim
35800,27,41351,2,,,,413998,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/5/2018,,R$,40,Não,AQUISIÇÃO,Sim
35801,26,41352,2,,,,413980,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35802,26,41353,2,,,,413981,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35803,26,41354,2,,,,413982,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35804,26,41355,2,,,,413983,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35805,26,41356,2,,,,413984,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35806,26,41357,2,,,,413985,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35807,26,41358,2,,,,413986,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35808,26,41359,2,,,,413987,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35809,26,41360,2,,,,413988,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35810,26,41361,2,,,,413989,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35811,26,41362,2,,,,413999,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35812,26,41363,2,,,,414000,,TASCHEN16,,,JOSE SUELDO DIAS,000.001.032,,Doação,11/5/2018,,R$,34.9,Não,AQUISIÇÃO,Sim
35813,27,41364,2,,,,414001,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35814,27,41365,2,,,,414002,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,40,Não,AQUISIÇÃO,Sim
35815,27,41366,2,,,,414003,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,40,Não,AQUISIÇÃO,Sim
35816,27,41367,2,,,,414004,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35817,27,41368,2,,,,414005,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35818,27,41369,2,,,,414006,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,40,Não,AQUISIÇÃO,Sim
35819,27,41370,2,,,,414007,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35820,27,41371,2,,,,414008,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35821,27,41372,2,,,,414009,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35822,27,41373,2,,,,414010,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35823,27,41374,2,,,,414011,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35824,27,41375,2,,,,414012,,05NOV18,,,ROBERTA A N VICENZI,,,Doação,11/6/2018,,R$,130,Não,AQUISIÇÃO,Sim
35825,27,41376,2,,,,414013,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35826,27,41377,2,,,,414014,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35827,27,41378,2,,,,414015,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35828,27,41379,2,,,,414016,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35829,27,41380,2,,,,414017,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35830,27,41381,2,,,,414018,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35831,27,41382,2,,,,414019,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35832,27,41383,2,,,,398130,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35833,27,41384,2,,,,398131,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35834,27,41385,2,,,,398132,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35835,27,41386,2,,,,398133,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35836,27,41387,2,,,,398134,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35837,27,41388,2,,,,398135,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35838,27,41389,2,,,,398136,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35839,27,41390,2,,,,398137,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35840,27,41391,2,,,,398138,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35841,27,41392,2,,,,398139,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,130,Não,AQUISIÇÃO,Sim
35842,27,41393,2,,,,398140,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35843,27,41394,2,,,,398141,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35844,27,41395,2,,,,398142,,05NOV18,,,ROBERTA A. N. VICENZI,,,Doação,11/7/2018,,R$,40,Não,AQUISIÇÃO,Sim
35845,27,41396,2,,,,398143,,81118,,,PROF. HOMERO S. SANTIAGO,,,Doação,11/8/2018,,R$,40,Não,AQUISIÇÃO,Sim
35846,26,41397,2,,,,397641,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,16,Não,AQUISIÇÃO,Sim
35847,26,41398,2,,,,397642,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,17.5,Não,AQUISIÇÃO,Sim
35848,27,41399,2,,,,397670,,AFRICAURG,,,HUMANITAS,,,Doação,11/8/2018,,R$,40,Não,AQUISIÇÃO,Sim
35849,27,41400,2,,,,397671,,AFRICAURG,,,HUMANITAS,,,Doação,11/8/2018,,R$,40,Não,AQUISIÇÃO,Sim
35850,26,41401,2,,,,397644,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,16,Não,AQUISIÇÃO,Sim
35851,26,41402,2,,,,397645,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,18.5,Não,AQUISIÇÃO,Sim
35852,27,41403,2,,,12,397672,,FAPESPJONI,,2014/13248-3,AMAZON,11494202623124227,,Doação,11/8/2018,,R$,157.08,Não,AQUISIÇÃO,Sim
35853,27,41404,2,,,12,397673,,FAPESPJONI,,2014/13248-3,AMAZON,11494202623124227,,Doação,11/8/2018,,R$,157.08,Não,AQUISIÇÃO,Sim
35854,27,41405,2,,,12,397674,,FAPESPSJ,,2014/18249-8,LIVRARIA CULTURA S/A,002.110.784,,Doação,11/8/2018,,R$,71.92,Não,AQUISIÇÃO,Sim
35855,27,41406,2,,,12,397675,,FAPESPSJ,,2014/18249-8,LIVRARIA CULTURA S/A,002.132.219,,Doação,11/8/2018,,R$,71.92,Não,AQUISIÇÃO,Sim
35856,27,41407,2,,,,397676,,PROCEDEAI,,,MICHEL FRANCOIS D. HAVRENNE,,,Doação,11/8/2018,,R$,40,Não,AQUISIÇÃO,Sim
35857,27,41409,2,,,,397677,,81118,,,FRAYA FREHSE,,,Doação,11/8/2018,,R$,40,Não,AQUISIÇÃO,Sim
35858,26,41408,2,,,,397646,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,16,Não,AQUISIÇÃO,Sim
35859,26,41410,2,,,,397647,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,11,Não,AQUISIÇÃO,Sim
35860,27,41412,2,,,,397678,,81118,,,FRAYA FREHSE,,,Doação,11/8/2018,,R$,40,Não,AQUISIÇÃO,Sim
35861,26,41411,2,,,,397648,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,20,Não,AQUISIÇÃO,Sim
35862,26,41413,2,,,,397649,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,14,Não,AQUISIÇÃO,Sim
35863,26,41414,2,,,,397650,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,14,Não,AQUISIÇÃO,Sim
35864,26,41415,2,,,,397651,,PARABOLA16,,,PARABOLA,000.037.440,,Doação,11/8/2018,,R$,14,Não,AQUISIÇÃO,Sim
35865,27,41416,2,,,,413211,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/9/2018,,R$,130,Não,AQUISIÇÃO,Sim
35866,27,41417,2,,,,413408,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/9/2018,,R$,130,Não,AQUISIÇÃO,Sim
35867,27,41418,2,,,,413897,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/9/2018,,R$,130,Não,AQUISIÇÃO,Sim
35868,27,41419,2,,,,413892,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/9/2018,,R$,130,Não,AQUISIÇÃO,Sim
35869,27,41420,2,,,,398144,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/9/2018,,R$,130,Não,AQUISIÇÃO,Sim
35870,27,41421,2,,,,413232,,BUDAPESTE,,,SAFA A. C. JUBRAN,,,Doação,11/9/2018,,R$,130,Não,AQUISIÇÃO,Sim
35871,27,41422,2,,,,398053,,SEG121118,,,DANILO GONCALVES CURSINO,,,Doação,11/12/2018,,R$,40,Não,AQUISIÇÃO,Sim
35872,27,41423,2,,,,398056,,SEG121118,,,RUDINEI BORGES,,,Doação,11/12/2018,,R$,40,Não,AQUISIÇÃO,Sim
35873,27,41425,2,,,,398059,,SEG121118,,,RUDINEI BORGES,,,Doação,11/12/2018,,R$,40,Não,AQUISIÇÃO,Sim
35874,27,41426,2,,,,397624,,SEG121118,,,RUDINEI BORGES,,,Doação,11/12/2018,,R$,40,Não,AQUISIÇÃO,Sim
35875,27,41427,2,,,,397627,,SEG121118,,,RUDNIEI BORGES,,,Doação,11/12/2018,,R$,40,Não,AQUISIÇÃO,Sim
35876,27,41428,2,,,,397630,,SEG121118,,,RUDINEI BORGES,,,Doação,11/12/2018,,R$,40,Não,AQUISIÇÃO,Sim
35877,27,41429,2,,,,397633,,SEG121118,,,SAFA A.C. JUBRAN,,,Doação,11/12/2018,,R$,130,Não,AQUISIÇÃO,Sim
35878,27,41430,2,,,12,397636,,FPSP121118,,2015/15056-7,AMAZON,005.686.389,,Doação,11/12/2018,,R$,114.06,Não,AQUISIÇÃO,Sim
35879,27,41431,2,,,12,397639,,FPSP121118,,2015/15056-7,AMAZON,005.686.389,,Doação,11/12/2018,,R$,187.55,Não,AQUISIÇÃO,Sim
35880,27,41432,2,,,12,397679,,FPSP121118,,2015/15056-7,AMAZON,000.760.238,,Doação,11/12/2018,,R$,145.12,Não,AQUISIÇÃO,Sim
35881,26,41433,2,,,,397652,,LILIAN17,,,GONCALO M. TAVARES,,,Doação,11/12/2018,,R$,130,Não,AQUISIÇÃO,Sim
35882,26,41434,2,,,,397653,,LILIAN17,,,GONCALO M. TAVARES,,,Doação,11/12/2018,,R$,130,Não,AQUISIÇÃO,Sim
35883,26,41435,2,,,,397654,,LILIAN17,,,GONCALO M. TAVARES,,,Doação,11/12/2018,,R$,130,Não,AQUISIÇÃO,Sim
35884,27,41436,4,2,,,397680,,TESE131118,,,VERA LUCIA RAMOS,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35885,27,41437,4,2,,,397681,,TS131118,,,FABIO LUIZ DE ALMEIDA MESQUITA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35886,27,41438,4,1,,,397682,,TESE131118,,,RAFAEL DOS SANTOS MONTEIRO,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35887,27,41439,4,2,,,397683,,TESE131118,,,SIMONE SILVA FERNANDES,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35888,27,41440,4,1,,,397684,,TESE131118,,,JOAO VITOR RESINA NUNES DE MELO,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35889,27,41441,4,1,,,397685,,TESE131118,,,ELISANGELA PEREIRA DA SILVA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35890,27,41442,6,1,,,397686,,TESE131118,,,ELISANGELA PEREIRA DA SILVA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35891,26,41443,2,,,,397655,,UEPG17,,,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35892,27,41444,4,2,,,397687,,TESE131118,,,LIANA MARIA MILANEZ PEREIRA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35893,26,41445,2,,,,397656,,UEPG17,,,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35894,27,41446,4,1,,,397688,,TESE131118,,,MAIRA PROTASIO DIAS DE OLIVEIRA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35895,26,41447,2,,,,397657,,UEPG17,,,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35896,27,41448,4,2,,,397689,,TESE131118,,,MARCIA GOMES FERNANDES,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35897,26,41449,2,,,,397658,,UEPG17,,,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35898,27,41450,4,2,,,397690,,TESE131118,,,JULIANA PEREZ GONZALEZ,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35899,26,41451,2,,,,397659,,UEPG17,,,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35900,27,41452,4,1,,,397691,,TESE131118,,,KATHLIN CARLA DE MORAIS,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
35901,27,41453,4,2,,,397692,,TESE131118,,,MARCOS RAFAEL DA SILVA,,,Doação,11/13/2018,,R$,40,Não,AQUISIÇÃO,Sim
