"nid","title","field_tipo_evento","field_data_do_evento","field_data_do_evento_fim","field_data_eventos_externos","field_data_eventos_externos_fim","field_campo_extra","field_ministrantes","field_adicionar_maiores_informa_","field_informacoes_essenciais","field_org","field_p_gina","field_contato","field_local","field_mapa_do_local","field_endereco_evento","field_outras_informacoes_evento","field_programa_o_do_evento","field_imagem_de_divulga_o"
"2240","La définition de la substance individuelle par sa notion complète: une définition réelle?","1","13/02/2020 - 14:00","13/02/2020 - 14:00","","","13/FEV/2020 às 14h00 ","Professor Paul Rateau [ Université de Paris 1- Panthéon-Sorbonne ]","","","Organizadores: Luís César Oliva e Tessa Lacerda Apoio: Grupo de Estudos Espinosanos, Projeto Temático Fapesp Poder, Conflito e Liberdade, GT Pensamento do século XVII, PPG-Filosofia USP.","","","Sala 115","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2020/2020_conferencia_leibniz.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2020/2020_conferencia_leibniz.jpg"
"2231","AULA INAUGURAL DO CURSO DE FILOSOFIA 2020: A INVENÇÃO DO LEITOR","1","20/02/2020 - 19:00","20/02/2020 - 19:00","","","QUINTA-FEIRA,  20/FEV/2020  às 19h00","Prof. Dr. Luiz Fernando Franklin de Mattos","","<p> </p>

<p><strong>Transmissão on-line: </strong><a href=""https://youtu.be/7iX99z5G3W8"">https://youtu.be/7iX99z5G3W8</a></p>

<p> </p>
","","","","Sala 014","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2020/2020_AULA_INAUGURAL.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2020/2020_AULA_INAUGURAL.jpg"
"2209","Ciclo de Debates: Seminário de Fenomenologia - desdobramentos da fenomenologia","1","10/12/2019 - 15:00","13/12/2019 - 19:00","","","10 a 13 /DEZ/2019","","","<p>Convidados:</p>

<p><big>RENAUD BARBARAS [ PARIS I ] <br />
MAURO CARBONE [ UNIVERSITÉ LYON III ]</big></p>

<p> </p>

<p>TERÇA-FEIRA,  10/DEZ/2019  às 15h00<br />
QUARTA-FEIRA,  11/DEZ/2019  às 16h00<br />
QUINTA-FEIRA,  12/DEZ/2019  às 14h00<br />
SEXTA-FEIRA,  13/DEZ/2019  às 19h30 Sala 115</p>
","","","","Sala 115","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_ciclo_seminario_fenomenologia.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_ciclo_seminario_fenomenologia.jpg"
"2202","Mesa de Lançamento, Conferência e Debate: Ver segundo o quadro, ver segundo as telas","1","10/12/2019 - 17:00","10/12/2019 - 19:00","","","10/DEZ/2019 às 17h00","","","<p>CONFERÊNCIA</p>

<p>Delimitar para exceder: O tema da “arquitela” que se funda com suas variações<br />
MAURO CARBONE [ UNIVERSITÉ LYON III ]</p>

<p> </p>

<p>DEBATEDORES</p>

<p>ALEX DE CAMPOS MOURA [DF | USP]<br />
ANELISE DE CARLI [ DOUTORANDA | UFRGS ]</p>
","","","","Sala 008","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_mauro_carbone%202.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_mauro_carbone%202.jpg"
"2201","III Seminário Internacional de Fenomenologia","1","02/12/2019 - 16:00","06/12/2019 - 18:00","","","Dias 02, 04, 05 e 06/DEZ/2019 ÀS 16H00","","","<p> </p>

<p><strong><big>EMANUELE MARIANI (POS-DOC | Universidade de Lisboa)  </big></strong></p>

<p>SESSÕES DE DISCUSSÃO:<br />
DIAS 02 E 04/12/2019 ÀS 16H00, SALA 105</p>

<p>CONFERÊNCIA<br />
06/12/2019 ÀS 16H00, SALA 14<br />
One is not born, but rather becomes... a man. Husserl on the Idea of Europe, Philosophy and Humanity</p>

<p> </p>

<p><big><strong>PROF. PEDRO ALVES (Universidade de Lisboa) </strong></big></p>

<p>CONFERÊNCIA<br />
05/12/2019 ÀS 16H00, SALA 08<br />
A mente nem sempre consciente. Uma retomada das teses de Brentano</p>

<p> </p>
","Coordenação: Profs. Marcus Sacrini e Alex de Campos Moura","","","","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_iii_seminario_fenomenologia.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_iii_seminario_fenomenologia.jpg"
"2193","Chamada para comunicações: XXIII Encontro de Pesquisa na Graduação em Filosofia da USP","1","17/02/2019 - 00:00","17/02/2019 - 00:00","","","13 A 17/ABR/2020 (Inscrições para comunicações até 17/FEV/2020)","","","<p> </p>

<p>Estão abertas as inscrições para comunicações do XXIII Encontro de Pesquisa na Graduação em Filosofia da USP! <br />
O evento será realizado nos dias 13 a 17 de abril do próximo ano.</p>

<p>Edital 2020: <a href=""https://encontrodefilosofiausp.blogspot.com/p/edital.html?fbclid=IwAR2NDWKfLQlikf-hMV7riEMKcc2VjWoSxC75RbkHoCzFMxXDkqObGmayv-w"" rel=""noopener nofollow"" style=""color: rgb(56, 88, 152); text-decoration-line: none; font-family: inherit;"" target=""_blank"">http://encontrodefilosofiausp.blogspot.com/p/edital.html</a><br />
Formulário de inscrições:<br />
<span style=""font-family:inherit""><a href=""https://docs.google.com/forms/d/e/1FAIpQLScYjthDeMzQvjo5-QNHMPRBFpBEocss-bM1p357FuOKJ3kAIQ/viewform?fbclid=IwAR1NIxBckgrdkZzUdUu17bfyKAmJ0y8g4M2j7WUxloQzG_3OVsJwBiIwfLU"" rel=""noopener nofollow"" style=""color: rgb(56, 88, 152); text-decoration-line: none; font-family: inherit;"" target=""_blank"">https://docs.google.com/…/1FAIpQLScYjthDeMzQvjo5-Q…/viewform</a></span></p>

<div style=""display: inline; font-family: Helvetica, Arial, sans-serif; color: rgb(28, 30, 33); font-size: 14px;"">
<p>O período das inscrições se estende <strong>até o dia 17 de fevereiro de 2020</strong></p>

<p> </p>
</div>
","","","","","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2020/2020_XXIII_Encontro_de_Pesquisa_na_Gradua%C3%A7%C3%A3o%20-%20poster.jpg"
"2191","DEBATE SOBRE BACURAU DE KLEBER MENDONÇA FILHO E JULIANO DORNELLES","1","03/12/2019 - 18:00","03/12/2019 - 20:00","","","03.12.2019 das 18h às 20h","Fernão Pessoa Ramos (UNICAMP) e Ricardo Musse (USP)","","<p><span style=""color:rgb(80, 0, 80); font-family:arial,helvetica,sans-serif; font-size:small"">Transmissão on-line:</span></p>

<p><a href=""https://youtu.be/-Kt0vCTwIq8"" style=""color: rgb(17, 85, 204); font-family: Arial, Helvetica, sans-serif; font-size: small;"" target=""_blank"">https://youtu.be/-Kt0vCTwIq8</a></p>
","Coordenação e Mediação Prof. Ricardo Fabbrini. Organização Grupo de Estudos em Estética Contemporânea da USP ","http://www.facebook.com/estudosemesteticacontemporanea","","Sala 014","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_debate_bacurau.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_debate_bacurau.jpg"
"2189","Feminismo para os 99%: Um debate","1","21/11/2019 - 18:00","21/11/2019 - 20:00","","","21/NOV/2019 -  18h-20h","","","<p>Yara Frateschi (UNICAMP)</p>

<p>Ana Claudia Lopes (Pós-Doc | DF/USP)</p>

<p>Jessica Omena (doutoranda | DF /USP)</p>

<p> </p>
","","","","Sala 008","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_feminismo_para_99.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_feminismo_para_99.jpg"
"2188","Ciclo de conferências do CEPAME com o Prof. Dr. Alessandro Palazzo [ Universitá degli Studi di Trento ]","1","27/11/2019 - 14:30","27/11/2019 - 16:30","","","27 e 29 / NOV / 2019 às 14h30","","","<p>THE CONCEPTS OF PROVIDENCE AND FATE IN BERTHOLD OF MOOSBURG<br />
27 / NOV / 2019 às 14h30<br />
Sala 104A </p>

<p> </p>

<p>THE FORTUNE OF PLOTINUS' THEORY OF VIRTUES IN THE LATIN MIDDLE AGES<br />
29 / NOV / 2019 às 14h30<br />
Sala 104A </p>

<p> </p>
","","","","Sala 104 A","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_%20alessandro_palazzo.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_%20alessandro_palazzo.jpg"
"2186","Encontros do Grupo Iluminismo à Contraluz","1","18/11/2019 - 10:30","18/11/2019 - 10:30","","","DIAS 18/NOV, 25/NOV E 02/DEZ/2019","","","<p>PROGRAMAÇÃO</p>

<p> </p>

<p>18/11, 10h30: Prof. Oliver Tolle:  A ""Proposta"" da Revista de Psicologia Experimental de Moritz</p>

<p>25/11, 10h30: José Feres Sabino (doutorando, DF/USP):  Anton Reiser de K. P. Moritz: lançado no mundo ou recebido no berço?</p>

<p>02/12, 10h30: Prof. Oliver Tolle: Relato Biográfico como medicina da alma: a Revista de Psicologia Experimental a partir de alguns de seus artigos</p>
","Coordenação: Prof. Oliver Tolle","","","Sala 1031","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_iluminismo_contraluz.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_iluminismo_contraluz.jpg"
"2185","Ciclo de Conferências do CEPAME 2019: HISTÓRIA UNIVERSAL DE UM PONTO DE VISTA QUASE COSMOPOLITA, EM AGOSTINHO","1","06/12/2019 - 14:30","06/12/2019 - 14:30","","","06 / DEZ / 2019 ÀS 14h30","Prof. Dr. Luiz Marcos da Silva Filho[ PUC-SP]","","","","","","Sala 008","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_historia_universal.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_historia_universal.jpg"
"2183","TRABALHO DAS IMAGENS - CONVERSA SOBRE HARUN FAROCKI","1","19/11/2019 - 17:45","19/11/2019 - 17:45","","","19.11.2019 | 18H30 ÀS 20H30","FERNANDA ALMEIDA (DOUTORA, PGEHA-USP)","","","Coordenação: Prof. Ricardo Fabbrini. Organização: Grupo de Estudos em Estética Contemporânea da USP","http://www.facebook.com/estudosemesteticacontemporanea","","Sala 014","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_trabalho_das_imagens.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_trabalho_das_imagens.jpg"
"2182","Lançamento do livro ""A partir de Guattari 1: uma política da existência""","1","18/11/2019 - 19:00","18/11/2019 - 21:00","","","18/NOV/2019 às 19h00","Vladimir Moreira Lima [ UERJ ]","","","Coordenação: Prof. Luís César Oliva. Organização: Larissa Drigo Agostinho","","","Sala 008","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_a_partir_de_Guattari.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_a_partir_de_Guattari.jpg"
"2178","Exibição do documentário “Vita Activa: o espírito de Hannah Arendt"", seguida de conversa com Adriana Novaes [pós-doutoranda|DF]","1","29/11/2019 - 14:00","29/11/2019 - 18:00","","","29/NOV/2019 ÀS 14H00","","","","Coordenação: Prof. Alberto Barros. Organização: Adriana Novaes.","","","Sala 014","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_vita_activa_Hannah_Arendt.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_vita_activa_Hannah_Arendt.jpg"
"2176","Mesa redonda: ESPINOSA E A DEMOCRACIA NA AMÉRICA LATINA","1","29/11/2019 - 19:00","29/11/2019 - 21:00","","","29 NOV 2019 ÀS 19H00","","","<p>MARIANA DE GAINZA [UBA/CONICET-ARGENTINA]</p>

<p>BRAULIO ROJAS [UNIVERSIDAD DE PLAYA ANCHA-CHILE]</p>

<p>JEAN TIBLE [DCP/USP]</p>
","Coordenação: LUÍS CÉSAR OLIVA E HOMERO SANTIAGO. Organização: GRUPO DE ESTUDOS ESPINOSANOS, PROJETO TEMÁTICO FAPESP ""PODER, CONFLITO E LIBERDADE""","","","Sala 008","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_espinosa_democracia_america_latina.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_espinosa_democracia_america_latina.jpg"
"2174","Le populisme, le néolibéralisme et la gauche","1","13/11/2019 - 14:00","13/11/2019 - 16:00","","","13/NOV/2019 às 14h","Prof. Eric Fassin [ Université Paris VIII ]","","","","","","Sala 008","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_le_populism_le_neoliberalisme.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_le_populism_le_neoliberalisme.jpg"
"2172","Colóquio 30 anos de Demonstratives de David Kaplan","2","","","07/11/2019","08/11/2019","07 e 08/NOV/2019","","","<p>Colóquio 30 anos de ""Demonstratives"", de David Kaplan, organizado por Daniel Arvage Nagase, Eduardo Marchesan e pelo prof. Marco Ruffino. </p>

<p>Na UNICAMP nos dias 07 e 08 de Novembro de 2019.</p>

<p><br />
Escrito na década de 1970, mas publicado apenas em 1989, o texto ""Demonstratives"", de David Kaplan, é um dos principais textos de filosofia da linguagem e, mais amplamente, da filosofia analítica do séc. XX. Com foco em uma questão de interesse aparentemente técnico---como modelar a lógica de expressões sensíveis ao contexto---, o texto de Kaplan, no entanto, utiliza esse ponto de partida para realizar reflexões mais amplas sobre a natureza da linguagem e sua relação com a mente e o mundo. O Colóquio 30 anos de ""Demonstratives"" de David Kaplan pretende assim revisitar as questões levantadas por esse influente texto, atualizando-as em face da discussão acumulada desde então. Segue abaixo a programação do evento:</p>

<p><br />
Dia 7<br />
10:00 - David Zapero (Universidade de Bonn) - Psychological Reality<br />
11:20 - Daniel Nagase (USP) - Em Defesa da Utopia<br />
14:00 - Pedro Santos (UNIFESP) - Pensamentos Demonstrativos e Sentidos De Re<br />
15:20 - Ernesto Perini (UFMG) - O que representa a lógica dos demonstrativos?</p>

<p><br />
Dia 8<br />
10:00 - Luiz Arthur Pagani (UFPR) - Dêiticos na linguagem natural da perspectiva de um linguista<br />
11:20 - Carlos Mario Márquez Sosa (USP) - Objetos perceptuais, localização e identificação de particulares<br />
14:00 - Rafael Albiero (UNICAMP) - Indexicalidade e Verdades Contingentes A Priori<br />
15:20 -  Thainá Demartini (UNICAMP) - Indexicalidade nos termos de espécies naturais<br />
16:40 - Ludovic Soutif (PUC-RJ) - Expressive Content: The Normative Challenge - Kaplan and His Heirs</p>

<p> </p>

<p> </p>
","","","","SALA 208","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","UNICAMP - Centro de Lógica, Epistemologia e História da Ciência","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/Cartaz%20Demonstratives.jpg"
"2169","200 anos de ""Da Liberdade dos Antigos Comparada à dos Modernos"", de Benjamin Constant: Que liberdade para os tempos modernos?","1","07/11/2019 - 14:00","08/11/2019 - 18:00","","","7-8/ NOV / 2019","","","","","","","Sala 014","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/externo/benjamin%20constant.png"
"2168","Crise e crítica do trabalho hoje: 20 anos do lançamento do ""Manifesto contra o Trabalho"" no Brasil","1","31/10/2019 - 19:00","31/10/2019 - 22:00","","","Quinta-feira, 31/OUT/2019 - 19h-22h","","","<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Debate com:</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Carlos de Almeida Toledo [ DH | USP ]</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Marildo Menegat [ NEPP-DH | UFRJ ]</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Paulo Eduardo Arantes [ DF | USP ]</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Priscila Loyde Gomes Figueiredo [ DLCV | USP]</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;""> </div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Local: Sala 24 (Prédio de Filosofia e Ciências Sociais - FFLCH)</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Data: quinta-feira, 31/10</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Horário: 19h-22h</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;""> </div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Coordenação: Paulo Arantes</div>

<div style=""font-family: arial, sans-serif; color: rgb(0, 0, 0); font-size: small;"">Organização: Felipe Catalani</div>
","","","","Sala 024","https://www.google.com.br/maps/place/Av.+Prof.+Luciano+Gualberto,+315+-+Butant%C3%A3,+S%C3%A3o+Paulo+-+SP,+05508-010/@-23.562803,-46.7249155,17z/data=!3m1!4b1!4m5!3m4!1s0x94ce5646c393d5b5:0x7d994cafb68286bb!8m2!3d-23.562803!4d-46.7227268?hl=pt-br","Conjunto Didático de Filosofia e Ciências Sociais, Av. Prof. Luciano Gualberto, 315 - Cidade Universitária, São Paulo - SP","","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_crise_critica_do_trabalho_hoje.pdf","http://www.filosofia.fflch.usp.br/sites/filosofia.fflch.usp.br/files/eventos/2019/2019_crise_critica_do_trabalho_hoje.jpg"
