ID,NOME,TITULO,QUALIFICACAO,DISCIPLINA,UNIVERSIDADE,ORIENTADOR,PAG,PALAVRASCHAVE,ANO,LINK
233,Edna Ferreira Alencar,"Terra Caída: Encante, Lugares e Identidades",Doutorado,Etnologia indígena,Universidade de Brasília,Ellen Fensterseifer Woortmann,262p.,"Amazônia, várzea, ambiente, paisagem, lugar e identidade",00/00/2002,http://www.academia.edu/32294827/UNIVERSIDADE_DE_BRAS%C3%8DLIA_UNB_INSTITUTO_DE_CI%C3%8ANCIAS_SOCIAIS_ICS_DEPARTAMENTO_DE_ANTROPOLOGIA_DAN_PROGRAMA_DE_P%C3%93S-GRADUA%C3%87%C3%83O_EM_ANTROPOLOGIA_SOCIAL_Terra_Ca%C3%ADda_Encante_Lugares_e_Identidades
234,Edson Benedetti Ruiz,Histórias de Manoki: um relato da vida e do cotidiano de um povo durante o século XX,Mestrado,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Rinaldo Sérgio Vieira Arruda,117 p.,"Manoki, história, cotidiano",00/00/2007,https://tede.pucsp.br/bitstream/handle/3772/1/Edson%20Benedetti%20Ruiz.pdf
235,Edson Damas da Silveira,Perícia antropologia como direito fundamental indígena à ampla defesa nos casos de crimes contra a dignidade sexual,Mestrado,Etnologia indígena,Universidade Federal de Pernambuco,Carlos Alberto Sirino,117 p.,"laudo antropológico, direito fundamental, crime contra a dignidade sexual, processo penal",00/00/2013,http://repositorio.ufpe.br/bitstream/handle/123456789/14049/DISSERTA%C3%87%C3%83O%20EDSON%20DAMAS.pdf?sequence=1&isAllowed=y
236,Edson Hely Silva,"Xukuru : memorias e historia dos indios da Serra do Ororuba (Pesqueira/PE), 1950-1988
",Mestrado. ,Etnologia indígena,Universidade Estadual de Campinas ,"John Manuel Monteiro 
",146p.,"índios xukuru, memória, história",00/00/2008,http://repositorio.unicamp.br/handle/REPOSIP/280442
237,Edson Hely Silva ,"O lugar do índio. Conflitos, esbulhos de terras e resistência indígena no século XIX: o caso de Escada-PE (1860-1880)",Mestrado. ,Etnologia indígena,Universidade Federal de Pernambuco,Marcus Joaquim Maciel de Carvalho ,128 p.,"história, civilização indígena",00/00/1995,https://s3.amazonaws.com/academia.edu.documents/40749610/Lugardoindio.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1512657727&Signature=1UgQDsKpRwR78fBMjqKUqMIEFJk%3D&response-content-disposition=inline%3B%20filename%3DLugardoindio.pdf
238,Edson Luiz da Silva Júnior,O xamanismo revisitado: pensamento etnológicos sobre magia e Natureza ,Mestrado,Etnologia indígena,Universidade Federal de Goiás,Mônica Thereza Soares Pechincha,215p.,"Xamanismo, natureza, magia, messianismo krahô",00/00/2016,https://ppgas.cienciassociais.ufg.br/up/188/o/2012_-_Edson_Luiz.pdf
239,Eduardo Carrara,Metamorfose A'uwe͂ (Xavante): o álcool e o devir do sentimento coletivo,Doutorado,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Carmen Sylvia de Alvarenga Junqueira,205 p.,"Xavante, antropologia, etnologia, saúde indígena, alcoolismo",00/00/2010,https://sapientia.pucsp.br/handle/handle/3275
240,Eduardo Henrique Carvalho Ferreira,"Beleza e perigo: domínio, maestria e tradição cesteira ye'kuana",Mestrado,Etnologia indígena,Universidade Federal de Minas Gerais,Karenina Vieira Andrade,159p.,Antropologia; Índios Ye'kuana; Etnologia; Arte índigena,00/00/2015,http://www.bibliotecadigital.ufmg.br/dspace/bitstream/handle/1843/BUBD-AANGVP/carvalho_ferreira__eduardo___beleza_e_perigo___dom_nio__maestria_e_tradi__o__cesteira_ye_kuana.pdf?sequence=1
241,Eduardo Soares Nunes,"No asfalto não se pesca: parentesco, mistura e transformação entre os Karajá de Buridina (Aruanã-GO)",Mestrado,Etnologia indígena,Universidade de Brasília,Marcela Stockler Coelho de Souza,425p.,"Karajá, aparentamento, transformação, relações com os brancos",00/00/2012,http://repositorio.unb.br/handle/10482/10332
242,Eduardo Soares Nunes,Transformações Karajá: os 'antigos' e o 'pessoal de hoje' no mundo dos brancos,Doutorado,Etnologia indígena,Universidade de Brasília,Marcela Stockler Coelho de Souza,609p.,"Inỹ-Karajá, parentesco, ritual, gênero, transformação",00/00/2016,http://repositorio.unb.br/handle/10482/21495
243,Eduardo Tardeli de Jesus Andrade,"Kaga inh, hãrá inh há é: procesos de enfermidade e cura entre os Kaingang da terra indígena Apucarana",Mestrado,Etnologia indígena,Universidade Estadual de Londrina,Flavio Braune Wiik,129p.,"Kaingang, terra indígena Apucarana, intermedicalidade, cosmologia, auto-atenção, remédios do mato",00/00/2015,http://www.bibliotecadigital.uel.br/document/?code=vtls000204822
244,Eduardo Vieira Barnes,"O conselho do parque nacional da Serra do Divisor: rituais políticos, (sobre) posições e representações territoriais
",Mestrado. ,Etnologia indígena,Universidade de Brasília,Paul Elliot Little,252p.,"comunidades agricolas, relações etnicas, amazônia, política ambiental, posse da terra, etnologia",00/00/2006,http://repositorio.unb.br/handle/10482/2219
245,Egon Dionisio Heck," Os indios e a caserna : politicas indigenistas dos governos militares, 1964-1985
",Mestrado. ,Etnologia indígena,Universidade Estadual de Campinas ,"Shiguenoli Miyamoto 
",151p.,"forças amadoras, índios, índios da Am. Do Sul",00/00/1996,http://repositorio.unicamp.br/handle/REPOSIP/279393?mode=full
246,Elaine Cristina Guedes Wanderley,"É pote de parente antigo! A relação de indígenas Apurinã da terra indígena Caititu com os sítios e objetos arqueológicos, Lábrea/AM",Mestrado,Etnologia indígena,Universidade Federal do Pará,Rosa Elizabeth Acevedo Marin,182p.,"apurinã, rio purus, arqueologia, patrimônio arqueológico",00/00/2013,https://www.academia.edu/35023282/ELAINE_CRISTINA_GUEDES_WANDERLEY_%C3%89_POTE_DE_PARENTE_ANTIGO_A_RELA%C3%87%C3%83O_DE_IND%C3%8DGENAS_APURIN%C3%83_DA_TERRA_IND%C3%8DGENA_CAITITU_COM_OS_S%C3%8DTIOS_E_OBJETOS_ARQUEOL%C3%93GICOS_L%C3%81BREA_AM
247,Elena Nava Morales,"Apropriação de uma política pública de 'inclusão digital' entre os Pataxós de Coroa Vermelha, Bahia",Mestrado,Etnologia indígena,Universidade de Brasília,Gustavo Lins Ribeiro,112p.,"Política pública, inclusão digital, povos indígenas, apropriação TIC",00/00/2008,http://repositorio.unb.br/handle/10482/18556
248,Elena Nava Morales,"Totopo no ar: Radio e Comunalidad em Oaxaca, México",Doutorado,Etnologia indígena,Universidade de Brasília,Wilson Trajano Filho,301p.,"Zapotecas, México, rádio, comunidade, política",00/00/2013,http://www.dan.unb.br/images/doc/Tese_125ElenaNava.pdf
249,Eliana de Barros Monteiro ,"Eu já vi água ir embora (...) com natureza não se mexe, (...) eu já vi água ir embora” os truká (PE), “grandes projetos” e o sentido da territorialidade no exercício da cidadania indígena contemporânea ",Mestrado. ,Etnologia indígena,Universidade de Brasília,Peter Wilfried Schröder ,207p.,"povo Truká, territorialidade, meio ambiente, etnicidade, grandes projetos, ações coletivas, antropologia",00/00/2008,http://repositorio.ufpe.br/handle/123456789/496
250,Eliana Gomes Quirino ,Memória e cultura: os Fulni-ô afirmando identidade étnica ,Mestrado. ,Etnologia indígena,Universidade Federal do Rio Grande do Norte,Julie Antoinette Cavignac ,168p.,"identidade étnica, memória, símbolos étnicos, classes sociais e grupos de interesse",00/00/2008,http://repositorio.ufrn.br:8080/jspui/handle/123456789/13553
251,Eliane da Silva Sousa Faria,Viagem etno-histórica e arqueológica ao médio Xingu: memória e história indígena na Amazônia,Doutorado,Etnologia indígena,Universidade Federal do Pará,Denise Pahl Schaan,258p.,"arqueologia, história indígena, Xipaya, Kuruaya, memória e identidade",00/00/2016,http://ppga.propesp.ufpa.br/ARQUIVOS/teses2016/tese%20Eliane%20vers%C3%A3o%20pdf.pdf
252,Eliane Knorr de Carvalho,Canibalismo e normalização,Mestrado,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Dorothea Voegeli Passettii,151p.,"antropofagia, normalização, sociedade de controle, canibalismo",00/00/2008,https://sapientia.pucsp.br/bitstream/handle/3987/1/Eliane%20Knorr%20de%20Carvalho.pdf
253,Eliaquim Timóteo da Cunha,“Quando esse tal de SPI” chegou. O Serviço de Proteção aos Índios na formação de Rondônia,Mestrado,Etnologia indígena,Universidade Federal do Amazonas,Maria Helena Ortolan Matos,163p.,"indigenismo, formação de rondônia, seviço de proteção aos índios",00/00/2016,http://www.ppgas.ufam.edu.br/attachments/article/174/Disserta%C3%A7%C3%A3o%20-%20Eliaquim%20Tim%C3%B3teo%20da%20Cunha%20-%20Quando%20esse%20tal%20de%20SPI%20chegou....pdf
254,Elias dos Santos Bigio ,"Programa(s) de índio(s): falas, contradições, ações interinstitucionais e representações sobre índios no Brasil e na Venezuela (1960-1992)",Doutorado,Etnologia indígena,Universidade de Brasília,Maria Therezinha Ferraz Negrão de Mello ,398p.,"história, Amazônia brasileira, Amazônia venezuelana, falas, integração, representações, política indigenista, Yanomami",00/00/2007,http://www.repositorio.unb.br/handle/10482/2386
255,Elis do Nascimento Silva,Entre aqueles que incomodam: a práxis antropológica na relação entre hidrelétricas e povos indígenas do sul do Brasil,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Edviges Marta Ioriz ,238p.,"povos indígenas, hidrelétricas, projeto uruguai, antropologia, silvio coelho dos santos",00/00/2016,http://tede.ufsc.br/teses/PASO0414-D.pdf
256,Elizabeth de Paula Pissolato,"A duração da pessoa :mobilidade, parentesco e xamanismo mbya (guarani)",Doutorado,Etnologia indígena,Universidade Federal do Rio de Janeiro,Aparecida M. Neiva Vilaça,446p.,,00/00/2007,
257,Ellen Cristina de Almeida,O associativismo na reserva indígena Francisco Horta Barbosa/ Dourados-MS: redes de parcerias,Mestrado.,Etnologia indígena,Universidade Federal da Grande Dourados,Noêmia Pereira dos Santos Moura,154p.,"associações indígenas, redes sociais, reserva indígena de dourados",00/00/2015,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3254576
258,Ellen Fernanda Natalino Araújo,"Tabaco, corporalidade e perspectivas entre algunos povos ameríndios",Mestrado,Etnologia indígena,Universidade Federal Fluminense,Tânia Stolze Lima,130p.,"tabaco, ameríndio, alma, xamanismo, perspectiva",00/00/2016,http://ppgantropologia.sites.uff.br/wp-content/uploads/sites/16/2016/07/Disserta%C3%A7%C3%A3o-Ellen-Araujo-2016-PPGA.pdf
259,Elsje Maria Lagrou,Uma etnografia da cultura Kaxinawá entre a cobra e o inca,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Esther Jean Langdon,247p.,"Kaxinawá, cultura, etnografia, identidade",00/00/1991,https://repositorio.ufsc.br/handle/123456789/75772
260,Elza Maria Guerreiro Marcon   ,O turismo como agente de desenvolvimento social e a comunidade Guarani nas Ruínas Jesuíticas de São Miguel das Missões ,Mestrado. ,Etnologia indígena,"Universidade
de Caxias do Sul",Margarita Barretto,196p.,"índios guarani, ruínas jesuíticas de São Miguel das Missões, desenvolvimento local, turismo cultural",00/00/2006,https://repositorio.ucs.br/xmlui/handle/11338/130
261,Emerson da Silva Rodrigues,Economia e produção Ingarikó,Mestrado,Etnologia indígena,Universidade Federal de Pernambuco,Peter Schröder,160p.,"índios, economia, produção",00/00/2013,https://docgo.net/download/documents/dissertacao-economia-e-producao-ingariko-ppga-ufpe-emerson-s-r
262,Erica Fabricia Melo Moreira,Programa Bolsa Família: uma análise do seu impacto dentro de território indígena Ticuna,Mestrado,Etnologia indígena,Universidade Federal do Vale do Rio dos Sinos ,Laura Cecília Lopez,160p.,"ticuna, direito indígena, bolsa família, políticas públicas",00/00/2017,http://www.repositorio.jesuita.org.br/bitstream/handle/UNISINOS/6756/%C3%89rica%20Fabricia%20Melo%20Moreira_.pdf?sequence=1&isAllowed=y
263,Erik Petschelies,O Carcará e Cristo: transformação Kadiwéu,Mestrado,Etnologia indígena,Universidade Estadual de Campinas,John Manuel Monteiro,367p.,"Kadiwéu, transformação, predação, cosmologia, relações sociais, signos, religião",00/00/2013,http://www.repositorio.unicamp.br/handle/REPOSIP/278633
264,Esron Soares Carvalho Rocha   ,Uma etnografia das práticas sanitárias no Distrito Sanitário Especial Indígena do Rio Negro - noroeste do Amazonas,Mestrado. ,Etnologia indígena,Universidade Federal do Amazonas,Maria Luiza Garnelo Pereira,180p.,"índios sul-americanos, saúde indígena, práticas sanitárias, agente indígena de saúde",00/00/2007,http://bdtd.ufam.edu.br/bitstream/tede/2280/1/Disserta%C3%A7%C3%A3o%20-%20Esron%20Soares%20Carvalho%20Rocha.pdf
265,Estelamaris Dezordi,"""Aqui plantamos uma semente"": o surgimento da Tekoa Pyaú em uma comunidade Mbyá estabelecida no município de Santo Ângelo, Rio Grande do Sul",Mestrado,Etnologia indígena,Universidade Federal de Pelotas,Jorge Eremites de Oliveira,217p.,Aldeia Tekoa Pyaú; Etnologia Mbyá; Processo de territorialização; Reserva Indígena,00/00/2016,http://wp.ufpel.edu.br/ppgant/files/2017/02/DEZORDI-Estelamaris.pdf
266,Estêvão Rafael Fernandes,"Entre cosmologias, estratégias e performances: incursões Xavante à FUNAI",Mestrado,Etnologia indígena,Universidade de Brasília,Henyo Trindade Barretto Filho,160p.,"Xavante, política, história, FUNAI, direitos indígenas",00/00/2005,http://www.dan.unb.br/images/doc/Dissertacao_191.pdf
267,Eva Gutjahr,Entre tradições orais e registros da oralidade indígena,Mestrado. ,Etnologia indígena,Universidade de São Paulo,Dominique Tilkin Gallois,217p.,"patrimônio imaterial, Kanak, registros da oralidade indígena, tradições orais, Xavante",00/00/2008,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-04052009-155701/en.php
268,Evaldo Mendes da Silva,Folhas ao vento :a micromobilidade de grupos Mbya e Nhandéva (Guarani) na Tríplice Fronteira ,Doutorado,Etnologia indígena,Universidade Federal do Rio de Janeiro,Aparecida M. Neiva Vilaça,215p.,"Mbya, Nhandéva, Guarani, deslocamentos espaciais",00/00/2007,http://objdig.ufrj.br/72/teses/673687.pdf
269,Fabiana Letícia Sbaraini,A saúde indígena no território das políticas públicas: encontros e desencontros de práticas e saberes na Casa de Saúde Indígena de Roraima,Mestrado,Etnologia indígena,Universidade do Vale do Rio dos Sinos,Laura Cecília Lopez,238p.,Saúde Indígena; Interculturalidade; Diálogos; Políticas Públicas,00/00/2016,http://www.repositorio.jesuita.org.br/handle/UNISINOS/6211
270,Fabiana Maizza,Cosmografia de um mundo perigoso . Espaço e relações de afinidade entre os Jarawara da Amazônia.,Doutorado,Etnologia indígena,Universidade de São Paulo,Márcio Ferreira da Silva,313p.,"cosmologia, espaço, Jarawara, parentesco, Sudoeste amazônico",00/00/2010,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-03022010-143732/pt-br.php
271,Fabiano Campelo Bechelany,Figuras da captura: a atividade cinegética na etnologia indígena,Mestrado,Etnologia indígena,Universidade de Brasília,Carlos Emanuel Sautchuk,118p.,"Caça, Amazônia, etnologia sul-americana, ecologia cinegética",00/00/2012,http://repositorio.unb.br/handle/10482/10541
272,Fabiano Campelo Bechelany,Suasêri: a caça e suas transformações com os Panará,Doutorado,Etnologia indígena,Universidade de Brasília,Carlos Emanuel Sautchuk,316p.,"caça, técnica, pessoa, transformação, Panará",00/00/2017,http://repositorio.unb.br/handle/10482/24181
273,Fabiano Oliveira Souto,"Entre limites e distanciamentos: alguns aspectos das formações de coletivos ""Waiwai"" e percursos etnológicos pela Amazônia Oriental",Mestrado,Etnologia indígena,Universidade de Brasília,Luis Abraham Cayón Durán,163p.,"Waiwai, etnografia, teorização, socialidade, troca, gentes",00/00/2015,http://repositorio.unb.br/handle/10482/20561
274,Fabiano Prado de Brum    ,O índio no espaço público brasileiro e a política indigenista de inserção social: diálogo intercultural à luz do confronto entre os direitos positivados e os direitos consuetudinários,Mestrado. ,Etnologia indígena,"Universidade Regional Integrada do Alto 
Uruguai e das Missões",João Martins Bertaso,117p.,"índios, Brasil, diálogo, diversidade, educação, reconhecimento, territórios, biodiversidade, dignidade",00/00/2008,http://www.dominiopublico.gov.br/pesquisa/DetalheObraForm.do?select_action=&co_obra=147476
275,Fabio de Oliveira Nogueira da Silva,Elementos de etnografia Mbyá: lideranças e grupos familiares na aldeia Tekoá Pyaú (Jaraguá - São Paulo),Mestrado. ,Etnologia indígena,Universidade de São Paulo,Marta Rosa Amoroso,207p.,"Guarani, Jaraguá, liderança, Mbyá, parentesco",00/00/2008,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-26052008-150345/en.php
276,Fábio do Espírito Santo,Tekoá Mirim: terra indígena Mbyá Guarani,Mestrado,Etnologia indígena,"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" - Araraquara",Paulo José Brando Santilli,127p.,"etnologia, nativos, índios, meio ambiente, antropologia, etnologia",00/00/2015,https://repositorio.unesp.br/handle/11449/127809
277,Fábio Mura,"À procura do ""bom viver"": território, tradição de conhecimento e ecologia doméstica entre os Kaiowa",Doutorado,Etnologia indígena,Universidade Federal do Rio de Janeiro,João Pacheco de Oliveira,507p.,"Guarani Kaiowa, organização territorial, tradição de conhecimento",00/00/2006,http://livros01.livrosgratis.com.br/cp038534.pdf
278,Fabíola Nogueira da Gama Cardoso,Línguas como patrimônio imaterial: Etnografia de um debate,Mestrado,Etnologia indígena,Universidade de Brasília,Marcela Coelho de Souza,129p.,"diversidade linguística, patrimônio imaterial, objetificação, língua, cultura, políticas de salvaguarda do patrimônio cultural",00/00/2010,http://www.dan.unb.br/images/doc/Dissertacao_259.pdf
279,Fanny Longa Romero,"Corpo, sangue e território em Wounmaikat(nossa mãe terra): uma etnografia sobre violência e mediações de alteridades e sonhos entre os wayuu na Colômbia e Venezuela",Doutorado,Etnologia indígena,Universidade Federal do Rio Grande do Sul,Denise Fagundes Jardim,384p.,Antropologia Social; Etnografia; Violência: genocídio; Colômbia; Venezuela: Wounmaikat; Wayuu,00/00/2010,http://www.lume.ufrgs.br/handle/10183/25533
280,Felipe Ferreira Vander Velden,Por onde o sangue circula : os Karitiana e a intervenção biomedica,Mestrado. ,Etnologia indígena,Universidade Estadual de Campinas ,Nadia Farage,273 p.,"etnologia - Rondônia, antropologia social, antropologia médica, índios da Am. Do Sul",00/00/2004,http://repositorio.unicamp.br/handle/REPOSIP/279104
281,Felipe Ferreira Vander Velden,Inquietas companhias : sobre os animais de criação entre os Karitiana,Doutorado.,Etnologia indígena,Universidade Estadual de Campinas,Nádia Farage,311p.,"etnologia indígena, relação entre sociedades e animais, Karitiana, formas práticas e simbólicas",00/00/2010,http://www.repositorio.unicamp.br/handle/REPOSIP/280030
282,Felipe Henrique Porfirio Silva,"""Por dentro e por fora do Estado"": estratégias e desafios no processo político de constituição do Movimento Indígena no Brasil contemporâneo",Mestrado,Etnologia indígena,Universidade de Brasília,Carla Costa Teixeira,141 p.,Relação Movimento Indígena e Estado; 1ª CNPI e 13° ATL; Participação Social; Estratégias Políticas,00/00/2017,http://repositorio.unb.br/handle/10482/24298
283,Felipe Nascimento Araujo,"As diferentes formas de relação patrão/freguês: os Yanomami e os regatões na exploração de piaçaba em Barcelos, Médio Rio Negro",Mestrado,Etnologia indígena,Universidade de Brasília,Stephen Grant Baines,174 p.,Yanomami; regatão; extrativismo; sistema de aviamento,00/00/2016,http://www.repositorio.unb.br/handle/10482/21787
284,Felipe Sotto Maior Cruz,"""Quando a terra sair"": os índios tuxá de rodelas e a barragem de Itaparica: memórias do desterro, memórias da resistência",Mestrado,Etnologia indígena,Universidade de Brasília,Luis Abraham Cayón Durán,143 p.,Tuxá; História Indígena; Índigenas do Nordeste; Terras Indígenas; Colonialismo; Relações Interétnicas; Desenvolvimento; Deslocamento; Narrativas orais,00/00/2017,http://repositorio.unb.br/handle/10482/23488
285,Fernanda Albernaz do Nascimento Guimarães,Ritual Tapuio: ressonância da Serra Dourada,Doutorado,Etnologia indígena,Pontifícia Universidade Católica de São Paulo,Lucia Helena Vitali Rangel,175p.,"índios Tapuia, ritual, paisagem sonora, etnomusicologia",00/00/2005,https://sapientia.pucsp.br/handle/handle/4090
286,Fernanda Bordin Tocchetto,A cultura material do Guarani missioneiro como símbolo de identidade étnica,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Esther Jean Langdon,271p.,"Guarani, identidade étnica, cultura material",00/00/1991,http://tede.ufsc.br/teses/PASO0012-D.pdf
287,Fernanda Magalhães Lamego,Os Bakairi: da passagem de Karl Von Den Steinen ao Projeto PDPI,Mestrado. ,Etnologia indígena,Universidade de Brasília,Stephen Grant Baines,146 p.,"Programa Demonstrativo dos Povos Indígenas (PDPI), índios Bakiri, Mato Grosso",00/00/2006,http://repositorio.unb.br/handle/10482/3362
288,Fernanda Oliveira Silva,O cinema indigenizado de Divino Tserewahú,Mestrado,Etnologia indígena,Universidade Federal de São Paulo,Andréa C. M. Marques Barbosa,148 p.,"antropologia, etnografia fílmica, Xavante, cinema",00/00/2013,http://www2.unifesp.br/ciencias_sociais/dissertacoes-defendidas-versao-final/fernanda-oliveira-silva
289,Fernanda Sposito,"Nem cidadãos, nem brasileiros: indígenas na formação do Estado nacional brasileiro e conflitos na província de São Paulo (1822 - 1845)",Mestrado. ,Etnologia indígena,Universidade de São Paulo,Pedro Luis Puntoni,230 p.,"conflitos, Estado Nacional, Império do Brasil, indígenas, política indigenista, São Paulo",00/00/2006,http://www.teses.usp.br/teses/disponiveis/8/8138/tde-21052006-210031/en.php
290,Fernando Ferreira Natal,O incesto e outras histórias,Mestrado,Etnologia indígena,Universidade de Brasília,Carla Costa Teixeira,207 p.,"etnologia, ciências médicas, parentesco - relações sexuais",00/00/2011,http://repositorio.unb.br/handle/10482/9960
291,Filippe da Silva Guimarães,"O Milho, a Nossamérica e a Guerra dos Mundos: por uma mitologia e uma etnografia pós-social no Brasil e no México",Mestrado,Etnologia indígena,Universidade Federal de Pelotas,Rogério Reus Gonçalves da Rosa,148 p.,Mitologia; Etnografia pós-social; Ontologias Comparadas; Cosmopolíticas Ameríndias; Estudos decoloniais,00/00/2015,http://wp.ufpel.edu.br/ppgant/files/2016/10/GUIMARAES_FS.pdf
292,Flávia Alves de Sousa ,"As crianças e suas relações com a ""Escola Diferenciada dos Pitaguary""",Mestrado. ,Etnologia indígena,Universidade Federal do Ceará,Sylvio de Sousa Gadelha Costa ,155 p.,"educação diferenciada, crianças, índios Pitaguary",00/00/2007,http://repositorio.ufc.br/ri/handle/riufc/3185
293,Flávia Cristina de Melo,"Aetchá Nhanderukuery Karai Retarã: Entre deuses e animais: Xamanismo, parentesco e transformação entre os Chiripá e Mbyá Guarani",Doutorado.,Etnologia indígena,Universidade Federal de Santa Catarina,Oscar Calavia Saez,300p.,"xamanismo, parentesco, transformação Mbyá e Chiripa Guarani",00/00/2006,http://www.tede.ufsc.br/teses/PASO0183.pdf
294,Flávia Cristina de Melo,Aata tapé rupy-seguindo pela estrada: uma investigação dos deslocamentos territoriais realizados por famílias Mbyá e Chiripá Guarani no Sul do Brasil ,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Esther Jean Langdon,178p.,"antropologia/etnologia indígena, Guaraní Mbyá/Chiripá, migração/deslocamentos territoriais",00/00/2001,http://tede.ufsc.br/teses/PASO0121-D.pdf
295,Flávia Lac,O Turismo e os Kaingang na Terra Indígena de Irái - RS,Mestrado,Etnologia indígena,Universidade Federal do Paraná,Ricardo Cid Fernandes,163 p.,Turismo Étnico; Kaingang; Hospitalidade; Fronteira Cultural,00/00/2005,http://acervodigital.ufpr.br/handle/1884/2543
296,Flavio dos Santos Gomes,"A hidra e os pantanos : quilombos e mocambos no Brasil (secs. XVII-XIX)
",Doutorado,Etnologia indígena,Universidade Estadual de Campinas ,"Robert W. Slenes 
",782 p.,"camponeses, escravisão, quilombos, índios da Am. Do Sul, escravos fugitivos, negros",00/00/1997,http://repositorio.unicamp.br/handle/REPOSIP/280897
297,Flávio Gordon,Os Kulina do sudoeste amazônico: história e socialidade ,Mestrado. ,Etnologia indígena,Universidade Federal do Rio de Janeiro,Eduardo Viveiros de Castro,154 p.,"índios Kulina, reconstrução histórica, família linguística, etnografia, organização social e parentesco, Xamanismo",00/00/2006,http://www.dominiopublico.gov.br/pesquisa/DetalheObraForm.do?select_action=&co_obra=67472
298,Flávio Oliveira Serpa Gonçalves,Alimentar os corpos é alimentar a sociedade: os Myky e seus outros,Mestrado,Etnologia indígena,Universidade Federal do Paraná,Maria Inês Smiljanic Borges,,,,
299,Flávio Schardong Gobbi,"Entre Parentes, Lugares e Outros: traços na cosmologia guarani no sul",Mestrado. ,Etnologia indígena,Universidade Federal do Rio Grande do Sul,Sergio Baptista da Silva,123 p.,Guarani; Etnologia Indígena; Parentesco,00/00/2008,http://www.lume.ufrgs.br/handle/10183/14942
300,Francieli Lisboa de Almeida,Um índio com uma câmera: as auto-representações indígenas através do vídeo,Mestrado.,Etnologia indígena,Universidade Estadual de Campinas,Vanessa Rosemary Lea,155p.,"vídeos indígenas, auto-representação, antropologia, imagem",00/00/2013,http://repositorio.unicamp.br/handle/REPOSIP/279492
301,Francielly Grassi,A atenção à saúde em um contexto indígena : os medicamentos entre os guarani de uma aldeia em Santa Catarina,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Francielly Grassi,115p.,"saúde indígena, medicamentos, Índios Guarani",00/00/2009,https://repositorio.ufsc.br/handle/123456789/92382
302,Francilene de Aguiar Parente,"""Eles são indígenas e nós também"": pertenças e identidades étnicas entre Xypaia e Kuruaya em Altamira/Pará",Doutorado.,Etnologia indígena,Universidade Federal do Pará,Jane Felipe Beltrão,281p.,"pertenças e identidades étnicas, territórios, histórias indígenas, Altamira/PA, Xingu",00/00/2016,http://ppga.propesp.ufpa.br/ARQUIVOS/teses2016/Tese%20final%20Francilene.pdf
303,Francine Pereira Rebelo,Kunhangue Mba'e Kua: as traketórias das mulheres Cacicas Guarani Mbya de Santa Catarina,Mestrado.,Etnologia indígena,Universidade Federal de Santa Catarina,Edviges Marta loris,233p.,"Guarani Mbya, mulheres indígenas, lideranças política, Cacicas",00/00/2015,https://repositorio.ufsc.br/handle/123456789/160644
304,Francisco Carlos Oliveira-Reis,Aspectos do contato e formas socioculturais da sociedade Akwë-Xerente (Jê),Mestrado. ,Etnologia indígena,Universidade de Brasília,Júlio Cezar Melatti,120p.,"Akwë-Xerente, formas socioculturais, parentesco, identidade biológica, nominação, onomástica",00/00/2001,http://www.antropologia.com.br/divu/colab/d23-freis.pdf
305,Francisco Ernesto Basílio Gomes,"Das ""trevas"" à ""luz"": os Canela a caminho do ""desenvolvimento sustentável"".",Mestrado. ,Etnologia indígena,Universidade Federal do Maranhão,Elizabeth Maria Beserra Coelho ,121 p.,"Povos indígenas, Pobreza, Desenvolvimento Sustentável",00/00/2007,http://www.dominiopublico.gov.br/pesquisa/DetalheObraForm.do?select_action=&co_obra=88366
306,Francisco Simoes Paes,Os modelos da experiência ou a experiência dos modelos: introdução ao estudo cerimonial xikrin,Mestrado.,Etnologia indígena,Universidade de São Paulo,Lux Boelitz Vidal,275p.,"Mebengokre, Xikirin, expressão músico-ritual indígena, processos sócio-cosmológicos",00/00/2005,http://www.teses.usp.br/teses/disponiveis/8/8134/tde-03092007-135751/en.php
307,Francisco Tadeu Ribas Santos Rosa ,A aliança e a diferença : uma leitura do itinerario intelectual de Charles Wagley ,Mestrado.,Etnologia indígena,Universidade Estadual de Campinas,Mariza Corrêa,461p.,"Projeto História da Antropologia no Brasil, biografia, Charles Wagley",00/00/1993,http://www.repositorio.unicamp.br/handle/REPOSIP/281386
