"nid","title","field_objetivo_|value","field_objetivo_|format"
3283,"Inglês em Contexto Acadêmico - (Matrículas mediante resultado do TESTE DE NÍVEL)","<div>
	<span style=""color:#006699;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>PÚBLICO ALVO:</strong></span> </span></span></span></div>
<div>
	 </div>
<div class=""rteindent1"">
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Alunos USP de graduação e pós-­graduação. </span></span></span></div>
<div>
	 </div>
<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; ""><strong style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size: 16px; "">OBJETIVOS:</span> </strong></span></span></p>
<p class=""rteindent1""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Desenvolver a competência comunicativa (ouvir, falar, ler e escrever) em nível intermediário (usuário independente) e avançado (usuário proficiente) de língua inglesa em registros formais para eventos comunicativos orais e escritos em contextos acadêmicos.</span></span></p>
<p> </p>
<div>
	<span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>PROGRAMAS:</strong></span></span></span></div>
<ul>
<li>
<div>
			<a href=""http://clinguas.fflch.usp.br/node/3299""><span style=""color:#0000ff;""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;""><b>INGLÊS EM CONTEXTO ACADÊMICO</b></span></font></span></a></div>
</li>
</ul>","full_html"
3293,"Preparatório para TOEFL iBT (internet-based test)","<p><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO-ALVO:</span></span></strong></span></p>
<p class=""rteindent1""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">Público USP em geral (alunos de graduação e pós-graduação, funcionários e docentes).</span></span></p>
<p> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>OBJETIVO:</strong></span></span></span></p>
<p class=""rteindent1 rtejustify""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">Desenvolver as habilidades e os conhecimentos exigidos no exame TOEFL-<em>Test of English as a Foreign Language</em> (compreensão e produção oral, compreensão e produção escrita), no formato iBT (internet-based test).</span></span></p>
<p class=""rteindent1 rtejustify""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">Observação: Este curso não prepara para o exame TOEFL ITP (Programa Idiomas sem Fronteiras).</span></span></p>
<p class=""rteindent1 rtejustify""> </p>
<p class=""rtejustify""><strong style=""font-size: 16px; color: rgb(0, 102, 153);""><span style=""font-family:arial,helvetica,sans-serif;"">PROGRAMA:</span></strong></p>
<p class=""rteindent1""><span style=""font-size:16px;""><a href=""http://clinguas.fflch.usp.br/eventos/page/3294""><strong><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#006699;"">Preparatório para o TOEFL</span></span></strong></a></span></p>","full_html"
3295,"Inglês para Escrita Acadêmica para Alunos de Pós-graduação","<p><span style=""color:#006699;""><strong><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;"">PÚBLICO-ALVO:</span></span></strong></span></p>
<p class=""rteindent1""><span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Alunos de pós-graduação e docentes USP e alunos de pós-graduação de outras instituições.</span></span></span></p>
<p class=""rteindent1""> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>OBJETIVO:</strong></span></span></span></p>
<p class=""rtejustify rteindent1""><span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Escrever textos acadêmicos e aprimorar o conhecimento de gramática e vocabulário em inglês relacionado a textos acadêmicos.</span></span></span></p>
<p class=""rtejustify rteindent1""> </p>
<p><span style=""color:#006699;""><span style=""font-size:16px;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">PROGRAMA:</span></strong></span></span></p>
<p class=""rteindent1""><a href=""http://clinguas.fflch.usp.br/eventos/page/3296""><strong><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#006699;"">Inglês para Escrita Acadêmica</span></span></span></strong></a></p>
<p class=""rteindent1""> </p>","full_html"
3298,"Clone of Japonês II – NATSU","<div>
	<span style=""color:#006699;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>PÚBLICO-ALVO:</strong></span> </span></span></span></div>
<p>
	<span style=""color:#666666;""><span style=""font-size:14px;""><span style=""font-family: arial,helvetica,sans-serif;"">1. Comunidade USP: </span></span></span></p>
<p class=""rteindent1""><span style=""color:#666666;""><span style=""font-size:14px;""><span style=""font-family: arial,helvetica,sans-serif;"">Alunos de graduação e pós-graduação, funcionários e docentes, aprovados no Japonês Elementar-Sakura ou com conhecimento mínimo das escritas Hiragana e Katakana;</span></span></span></p>
<p>
	<span style=""color:#666666;""><span style=""font-size:14px;""><span style=""font-family: arial,helvetica,sans-serif;"">2. Público em geral, com conhecimento mínimo das escritas Hiragana e Katakana.</span></span></span></p>
<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; ""><strong style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size: 16px; "">OBJETIVOS:</span> </strong></span></span></p>
<p class=""rtejustify rteindent1""><span style=""color:#666666;""><font face=""arial, helvetica, sans-serif""><span style=""font-size: 14px;"">Ao final deste curso, os alunos serão capazes de:<br />
	• Entender e utilizar expressões familiares do dia a dia, bem como frases básicas direcionadas a satisfazer necessidades concretas.<br />
	• Apresentar-se e responder perguntas sobre detalhes de sua vida pessoal como, por exemplo: onde vive, pessoas que conhece ou coisas que possui.<br />
	• Entender frases e expressões relacionadas a áreas familiares ao usuário, como informações pessoais e familiares básicas, compras.<br />
	• Descrever de maneira superficial aspectos sobre seus conhecimentos, ambiente onde vive e necessidades imediatas.<br />
	• Fazer pedidos simples, entender alguns hábitos e expressar gostos e vontades.<br />
	• Interagir de maneira simples com nativos desde que estes falem pausadamente, de maneira clara e que estejam dispostos a ajudar.</span></font></span></p>
<p> </p>
<div>
	<span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>PROGRAMAS:</strong></span></span></span></div>
<div>
	 </div>
<ul>
<li>
		<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;""><a href=""http://clinguas.fflch.usp.br/node/3191"">Japonês I – Haru</a></span></span></li>
</ul>","full_html"
3302,"Inglês para Leitura de Textos II","<div>
	<span style=""color:#006699;""><span style=""font-size:14px;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>PÚBLICO-ALVO:</strong></span> </span></span></span></div>
<div>
	<br />
	<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Alunos que já cursaram o nível Inglês para Leitura de Textos em Inglês, nível 1, até dois anos antes do segundo semestre de 2018.</span></span></div>
<div>
	 </div>
<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; ""><strong style=""text-align: justify; font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size: 16px; "">OBJETIVOS:</span> </strong></span></span></p>
<p class=""rteindent1""><span style=""color:#000000;""><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px; text-align: justify;"">Ao final deste curso de 30 horas, os alunos serão capazes de:</span></span></p>
<ul>
<li>
		<span style=""text-align: justify; font-family: arial,helvetica,sans-serif; font-size: 14px;"">Revisar os conteúdos abordados no nível anterior (nível I), tais como estratégias de leitura, aspectos linguísticos, percepção crítica do texto, ensino de vocabulário, enfocando, em especial, os textos acadêmicos em nível de complexidade maior.</span></li>
<li>
<p><span style=""text-align: justify; font-family: arial,helvetica,sans-serif; font-size: 14px;"">Interpretar as  subdivisões de textos acadêmicos em seus diferentes momentos: abstracts, introdução, descrição da metodologia, discussão de dados e conclusão. </span></p>
</li>
<li>
<p><span style=""text-align: justify; font-family: arial,helvetica,sans-serif; font-size: 14px;"">Selecionar informações mais detalhadas em textos acadêmicos, jornalísticos e de divulgação científica.</span></p>
</li>
</ul>
<p> </p>
<div>
	<span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; ""><span style=""font-size: 16px; ""><strong>PROGRAMAS:</strong></span></span></span></div>
<ul>
<li>
<div>
			<a href=""http://clinguas.fflch.usp.br/node/2986""><strong><span style=""color:#006699;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; "">Inglês para Leitura de Textos - Nível I</span></span></span></strong></a></div>
</li>
<li>
<div>
			<a href=""http://clinguas.fflch.usp.br/node/3304""><strong><span style=""color:#006699;""><span style=""font-size: 14px; ""><span style=""font-family: arial, helvetica, sans-serif; "">Inglês para Leitura de Textos - Nível II</span></span></span></strong></a></div>
</li>
</ul>","full_html"
3306,"Preparatório para TOEFL iBT (internet-based test)","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Público USP em geral (alunos de graduação e pós-graduação, funcionários e docentes).</span></p>
<p class=""rteindent1""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Desenvolver as habilidades e os conhecimentos exigidos no exame TOEFL-Test of English as a Foreign Language (compreensão e produção oral, compreensão e produção escrita), no formato iBT (internet-based test).</span></p>
<p><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Observação: Este curso não prepara para o exame TOEFL ITP (Programa Idiomas sem Fronteiras).</span></p>
<p> </p>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/eventos/page/3294""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Preparatório para o TOEFL</span></strong></a></li>
</ul>","full_html"
3307,"Curso Preparatório para IELTS (IRI)","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">1º) Prioritariamente, alunos de graduação e pós-graduação do IRI;</span></p>
<p><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px; text-align: justify;"">2º) Demais membros do público USP em geral (alunos de graduação e pós-graduação, funcionários e </span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">docentes de outras unidades)</span><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px; text-align: justify;"">.</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Desenvolver as habilidades e os conhecimentos exigidos na versão acadêmica do exame IELTS-International English Language Testing System (compreensão e produção oral, compreensão e produção escrita)</span><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">.</span></p>
<div>
	 </div>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""/sites/clinguas.fflch.usp.br/files/Programa%20de%20curso%20-%20Preparat%C3%B3rio%20para%20IELTS%202018-2%201.pdf""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;""><strong>Curso Preparatório para IELTS (IRI)</strong></span></strong></span></a></li>
</ul>","full_html"
3308,"Inglês para apresentações orais","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Público USP em geral (alunos de graduação e pós-graduação, funcionários e docentes).</span></p>
<p class=""rteindent1""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Praticar expressão e compreensão orais em apresentações, inclusive as de enfoque acadêmico; ampliar o repertório de técnicas de apresentação oral dos alunos.</span></p>
<p class=""rtejustify""> </p>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/eventos/page/3278""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Inglês para apresentações orais</span></strong></a></li>
</ul>","full_html"
3314,"CURSO PREPARATÓRIO PARA N3 DO JLPT – PARTE 2","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">1. Comunidade USP:</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">- alunos regularmente matrículados na graduação e pós-graduação, funcionários e docentes com conhecimento mínimo do conteúdo dado na Parte 1* (1ºsemestre)</span></p>
<p><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px; text-align: justify;"">2. Público  Externo:</span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">- universitários ou acima de 17 anos com conhecimento mínimo do conteúdo dado na Parte 1* (1ºsemestre).</span></p>
<p><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px; text-align: justify;"">* Caso tenha interesse somente em fazer o Parte 2, deverá passar por teste de nível, para avaliar o conteúdo dado no Parte 1.</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Preparação para prestar o Exame de Proficiência em Língua Japonesa N3. O curso está dividido em 2 partes: Parte 1 (1o.semestre) e Parte 2 (2o.semestre), devido à enorme quantidade de estruturas, palavras e logogramas (cerca de 600) cobrados no exame de N3. Na Parte 1 (dado no 1o.semestre), o enfoque foi dado no aumento de vocabulário e de logogramas (foram apresentados cerca de 500 logogramas), juntamente com algumas estruturas gramaticais para poder acompanhar a leitura de alguns textos. Na segunda metade do semestre, foram introduzidos alguns exercícios auditivos.Nesta Parte 2 (2o.semestre), além de continuar no aumento do vocabulário e de logogramas (serão estudados os 200 restantes) e demais estruturas gramaticais, o enfoque maior será na leitura de textos e exercícios auditivos.</span></p>
<div>
	 </div>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/3284/""><font color=""#006699"" face=""arial, helvetica, sans-serif""><b>PREPARATÓRIO PARA N3 DO JLPT - PARTE 2</b></font></a></li>
</ul>","full_html"
3315,"Inglês em Contexto Acadêmico","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Alunos USP da Pós-Graduação e da Graduação</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Desenvolver a competência comunicativa (ouvir, falar, ler e escrever) em nível de usuário independente e avançado de língua inglesa em eventos comunicativos orais e escritos em contextos acadêmicos.</span></p>
<div>
	 </div>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/3316""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Inglês em Contexto Acadêmico</span></strong></span></a></li>
</ul>","full_html"
3318,"Inglês para Leitura de Textos II","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Alunos que já cursaram o nível Inglês para Leitura de Textos em Inglês, nível 1, até dois anos antes do segundo semestre de 2018.</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;"">Compreender textos de sua área acadêmica e/ou profissional, selecionando e interpretando informações de acordo com o objetivo proposto (compreensão geral, específica ou detalhada).</span></p>
<div>
	 </div>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/3321""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Inglês para Leitura de Textos I</span></strong></span></a></li>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/3319""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Inglês para Leitura de Textos II</span></strong></span></a></li>
</ul>","full_html"
3320,"Inglês para Leitura de Textos I","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Alunos de graduação, pós-graduação, funcionários, docentes e, caso sobrem vagas,  público externo.</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Ao final deste curso os alunos serão capazes de:</span></span></p>
<ul>
<li class=""rtejustify"">
		<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Selecionar informações de textos jornalísticos e científicos de acordo com o objetivo de leitura estabelecido.</span></span></li>
<li class=""rtejustify"">
		<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Reconhecer e interpretar a organização do texto, tomando como base a estrutura pertinente a ele.</span></span></li>
<li class=""rtejustify"">
		<span style=""font-size:14px;""><span style=""font-family:arial,helvetica,sans-serif;"">Inferir ou pesquisar significado de palavras desconhecidas.</span></span></li>
</ul>
<div>
	 </div>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/3321""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Inglês para Leitura de Textos I</span></strong></span></a></li>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/3319""><span style=""color:#006699;""><strong><span style=""font-family:arial,helvetica,sans-serif;"">Inglês para Leitura de Texto II</span></strong></span></a></li>
</ul>","full_html"
3322,"Japonês II – Natsu","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px; text-align: justify;"">Comunidade USP: Somente alunos regularmente matrículados na graduação e pós-graduação, funcionários e docentes, que já tenham noções básicas, como fazer pedido, pedir permissão, conseguir falar e escrever sobre seu dia a dia;<br />
	e conhecimento de cerca de 80 logogramas (Kanji).</span></p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<p class=""rtejustify""><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Trabalhar com as quatro habilidades linguísticas da língua japonesa; introduzir as estruturas frasais e apresentar logogramas. O objetivo final é conseguir fazer comparações, dar opiniões, descrever ações, dar explicações/ desculpas/ razões, dizer intenções, dar conselhos, fazer suposições.</span></p>
<div>
	 </div>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<ul>
<li>
		<a href=""http://clinguas.fflch.usp.br/node/3351""><font color=""#006699"" face=""arial, helvetica, sans-serif""><b>Japonês II – Natsu</b></font></a></li>
</ul>","full_html"
3324,"Curso de Conversação e Produção de Texto em Português para Estrangeiros - Nível B","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p class=""rteindent1""><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px; text-align: justify;"">Estudantes regularmente matriculados nas unidades da USP, com conhecimento de estruturas gramaticais em português e sem conhecimento de estruturas gramaticais em espanhol, que já estão se desenvolvendo nas habilidades de recepção e produção de textos orais (predominantemente falantes de alemão, francês, inglês, italiano e outras línguas indo-europeias).</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<ul>
<li class=""rtejustify"">
		<span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Desenvolver habilidades comunicativas.</span></li>
<li class=""rtejustify"">
		<span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Adquirir estruturas fonético-fonológicas e lexicais em língua oral e escrita.</span></li>
<li class=""rtejustify"">
		<span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Adquirir estruturas morfossintáticas em língua oral e escrita.</span></li>
</ul>
<p> </p>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<p><span style=""font-size:14px;""><a href=""http://clinguas.fflch.usp.br/node/3325""><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Português para Estrangeiros - Nível B</strong></span></span></a></span></p>","full_html"
3326,"Curso de Conversação e Produção de Texto em Português para Estrangeiros - Nível C","<p><span style=""color:#006699;""><span style=""font-family: arial, helvetica, sans-serif; text-align: justify; font-size: 16px;""><strong>PÚBLICO-ALVO:</strong></span></span></p>
<p class=""rteindent1""><span style=""font-family: arial,helvetica,sans-serif; font-size: 14px; text-align: justify;"">Estudantes de graduação das unidades da USP, com conhecimento de estruturas gramaticais em português, que já se iniciaram nas habilidades de recepção e produção de textos orais em português.</span></p>
<p class=""rtejustify""> </p>
<p class=""rtejustify""><span style=""color:#336699;""><strong style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""><span style=""font-size:16px;"">OBJETIVOS:</span></strong><span style=""font-family: arial, helvetica, sans-serif; font-size: 14px;""> </span></span></p>
<ul>
<li class=""rtejustify"">
		<span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Desenvolver habilidades comunicativas.</span></li>
<li class=""rtejustify"">
		<span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Adquirir estruturas fonético-fonológicas e lexicais em língua oral e escrita.</span></li>
<li class=""rtejustify"">
		<span style=""font-family: arial,helvetica,sans-serif; font-size: 14px;"">Adquirir estruturas morfossintáticas em língua oral e escrita.</span></li>
</ul>
<p> </p>
<p><span style=""color:#336699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>PROGRAMAS</strong></span></span></span><span style=""color:#006699;""><span style=""font-size:16px;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>:</strong></span></span></span></p>
<p><a href=""http://clinguas.fflch.usp.br/node/3327""><span style=""font-size:14px;""><span style=""color:#006699;""><span style=""font-family:arial,helvetica,sans-serif;""><strong>Português para Estrangeiros - Nível C</strong></span></span></span></a></p>","full_html"
