especificação,nreferencia,numero,região,local,titulo,data,rolonum,Bobina,suporte,País,Sistema,Ano de Entrada,Origem,Nota,Acervo disponível,Acervo indisponível
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1889,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 62 - Movimento dos doentes - Altas - 1886 a 1889. Volume 4 - III - Movimentos dos doentes.  4. Altas - 1889.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1828,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 1 - III - Movimentos dos doentes.  5. Baixas - 1828.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1829,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 2 - III - Movimentos dos doentes.  5. Baixas - 1829.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1830,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 3 - III - Movimentos dos doentes.  5. Baixas - 1830.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1855,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 4 - III - Movimentos dos doentes.  5. Baixas - 1855.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1864,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 5 - III - Movimentos dos doentes.  5. Baixas - 1864.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1876,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 6 - III - Movimentos dos doentes.  5. Baixas - 1876.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1880,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 7 - III - Movimentos dos doentes.  5. Baixas - 1880.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1881,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 8 - III - Movimentos dos doentes.  5. Baixas - 1881.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,205,205,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1882,1,79,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 9 - III - Movimentos dos doentes.  5. Baixas - 18812,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1883,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 63 - Movimento dos doentes - Baixas - 1828 a 1830 - 1855 - 1864 - 1876 - 1880 a 1883. Volume 10 - III - Movimentos dos doentes.  5. Baixas - 1883.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1848,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 1 - IV - Dietas - Mapas diários - 1848 - Caderno 1 - 1848 - julho.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1848,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 1 - IV - Dietas - Mapas diários - 1848 - Caderno 2 - 1848 - agosto.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1848,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 1 - IV - Dietas - Mapas diários - 1848 - Caderno 3 - 1848 - setembro.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1848,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 1 - IV - Dietas - Mapas diários - 1848 - Caderno 3 - 1848 - outubro.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1848,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 1 - IV - Dietas - Mapas diários - 1848 - Caderno 3 - 1848 - novembro.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1848,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 1 - IV - Dietas - Mapas diários - 1848 - Caderno 3 - 1848 - dezembro.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1884,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 2 - III - Movimento de doentes - 5. Baixa - ano 1884.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1885,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 3 - III - Movimento de doentes - 5. Baixa - ano 1885.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,206,206,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1886,1,80,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 64 - Movimento dos doentes - Baixas - 1884 a 1886. Volume 4 - III - Movimento de doentes - 5. Baixa - ano 1886.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1887,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 65 - Movimento dos doentes - Baixas - 1887 a 1889. Volume 1 - III - Movimento de doentes - 5. Baixa - ano 1887.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1888,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 65 - Movimento dos doentes - Baixas - 1887 a 1889. Volume 2 - III - Movimento de doentes - 5. Baixa - ano 1888.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1889,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 65 - Movimento dos doentes - Baixas - 1887 a 1889. Volume 3 - III - Movimento de doentes - 5. Baixa - ano 1889.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1861,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 1 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1861.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 2 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1862.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 3 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1862.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1881,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 4 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1881.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1882,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 5 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1882.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1883,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 6 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1883.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1884,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 7 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1884.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1885,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 8 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1885.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1886,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 9 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1886.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,207,207,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1887,1,81,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 10 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1887.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1888,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 11 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1888.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1889,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 66 - Movimento dos doentes - 1. Mapas de entrada e saída - 1848 a 1853; 2. Resumo Receita e Despesa - 1861 a 1862 - 1881 a 1889. Volume 1 - III - Movimento de doentes - Caderno 12 - 7. Resumo dos movimentos dos doentes. Receita e despesas - 1889.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1861,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 1 - Grade das Dietas - 1861.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1862,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 2 - Grade das Dietas - 1862.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1881,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 3 - Grade das Dietas - 1881.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1883,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 4 - Grade das Dietas - 1883.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1884,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 5 - Grade das Dietas - 1884.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1885,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 6 - Grade das Dietas - 1885.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1886,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 7 - Grade das Dietas - 1886.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1887,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 8 - Grade das Dietas - 1887.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1888,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 9 - Grade das Dietas - 1888.,X,
Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra. Enfermaria Militar.,208,208,Centro-Oeste,Goiás,Arquivo da Delegacia Fiscal do Estado de Goiás - Museu das Bandeiras. Secretaria de Estado dos Negócios da Guerra.,1889,1,82,Microfilmes,Brasil,Neg,1971,Goiás,4 - Secretaria de Estado dos Negócios da Guerra - Enfermaria Militar - Pac. 67 - Dietas - Grade das Dietas - 1861 a 1862 - 1882 a 1889. Volume 1 - Grade das Dietas - Caderno 10 - Grade das Dietas - 1889.,X,
